precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ALIANȚA AUR-voturi","PARTIDUL ROMÂNIA MARE-voturi"
36,TELEORMAN,"CĂMIN CULTURAL",115,BRÂNCENI,152252,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:52:32",1154,1154,0,901,878,0,23,1270,420,741,86,16,3,9,8,25,9,2,1,2,9,3,6,512,1,133,2
36,TELEORMAN,"CĂMIN CULTURAL",121,BUZESCU,152332,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:18:11",1209,1208,1,761,628,0,133,1240,479,699,62,10,1,0,0,17,3,5,0,1,1,4,4,575,4,70,4
36,TELEORMAN,"CĂMIN CULTURAL",256,RĂDOIEŞTI,153865,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:30:31",468,468,0,478,442,0,36,515,230,276,9,7,3,0,1,4,0,0,0,0,0,1,0,246,0,14,0
36,TELEORMAN,"CĂMIN CULTURAL",147,CRÂNGENI,152617,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:30:11",1112,1067,45,599,589,0,10,1185,586,542,57,32,2,2,2,33,5,4,1,3,0,9,3,388,1,52,5
36,TELEORMAN,"CĂMIN CULTURAL",141,CIUPERCENI,151709,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:01:57",716,716,0,516,435,0,81,790,274,488,28,16,1,1,2,20,9,1,0,0,9,2,6,371,0,47,3
36,TELEORMAN,"CĂMIN CULTURAL",300,TALPA,154521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:43:56",694,694,0,622,535,0,87,670,48,593,29,26,6,0,2,9,2,1,0,0,1,0,0,496,7,41,2
36,TELEORMAN,"CĂMIN CULTURAL CONŢEŞTI",144,CONŢEŞTI,152564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:53:34",1156,1156,0,811,744,0,67,1270,459,760,51,5,2,6,1,24,1,4,4,2,1,2,3,651,0,52,2
36,TELEORMAN,"CĂMIN CULTURAL CUCUEŢI",272,SCRIOAŞTEA,154013,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:23:44",645,645,0,521,457,0,64,705,184,508,13,13,0,2,7,15,7,2,0,0,0,0,0,439,0,22,1
36,TELEORMAN,"CĂMIN CULTURAL SAT PURANI",331,VITĂNEŞTI,153776,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:24:07",553,553,0,347,324,0,23,605,258,329,18,4,1,1,3,20,2,2,1,0,3,5,5,202,2,77,1
36,TELEORMAN,"CĂMIN CULTURAL SAT SILIŞTEA",332,VITĂNEŞTI,153776,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:28",633,633,0,425,315,0,110,695,270,425,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,8,0
36,TELEORMAN,"CĂMIN CULTURAL SCRIOAȘTEA",270,SCRIOAŞTEA,154013,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:12:57",1750,1750,0,1364,1254,0,110,1925,561,1338,26,28,3,2,13,30,2,2,1,4,2,2,5,1190,2,50,2
36,TELEORMAN,"CĂMIN CULTURAL STEJARU",291,STEJARU,154415,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:09:29",566,566,0,427,353,0,74,615,188,416,11,3,0,1,2,12,2,3,0,0,1,0,0,288,1,102,1
36,TELEORMAN,"CĂMINUL CULTURAL",333,ZÂMBREASCA,154978,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:07:55",669,669,0,480,402,0,78,735,255,443,37,10,1,2,1,15,3,4,0,0,1,13,4,343,3,42,1
36,TELEORMAN,"CĂMINUL CULTURAL",242,PLOSCA,153605,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:26:42",1185,1185,0,886,863,0,23,1310,424,850,36,3,1,6,10,31,7,6,18,1,3,2,8,664,2,83,5
36,TELEORMAN,"CĂMINUL CULTURAL",184,ISLAZ,151736,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:20:49",1045,1045,0,632,598,0,34,1120,488,588,44,37,6,0,13,2,4,9,1,0,2,8,9,394,4,96,3
36,TELEORMAN,"CĂMINUL CULTURAL",313,TROIANUL,154790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:18:21",47,47,0,48,23,0,25,55,7,43,5,6,0,0,1,0,0,1,2,0,2,0,0,27,0,4,0
36,TELEORMAN,"CĂMINUL CULTURAL",120,BUJORU,152314,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:04:24",686,686,0,600,503,0,97,755,155,492,108,0,5,2,4,20,2,6,0,0,0,3,4,353,1,91,1
36,TELEORMAN,"CĂMINUL CULTURAL",113,BRAGADIRU,152234,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:09:36",881,881,0,582,524,0,58,970,388,566,16,14,0,1,2,15,5,2,0,0,3,6,4,453,0,60,1
36,TELEORMAN,"CĂMINUL CULTURAL BALCI",92,BALACI,151996,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:45:15",644,644,0,523,396,0,127,705,182,490,33,8,0,0,2,10,0,3,0,2,0,0,6,312,1,145,1
36,TELEORMAN,"CĂMINUL CULTURAL BEUCA",98,BEUCA,155092,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:25:20",799,799,0,673,590,0,83,880,207,626,47,28,1,0,3,18,3,3,0,0,6,7,3,487,0,57,10
36,TELEORMAN,"CĂMINUL CULTURAL BUJORENI",117,BUJORENI,152270,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:03:59",384,384,0,209,163,0,46,420,211,202,7,11,2,3,1,11,2,2,0,1,0,2,2,142,1,22,0
36,TELEORMAN,"CĂMINUL CULTURAL DIDEȘTI",155,DIDEŞTI,152724,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:42:10",849,849,0,682,624,0,58,935,253,636,46,9,4,8,2,22,6,4,1,0,2,2,3,500,0,73,0
36,TELEORMAN,"CĂMINUL CULTURAL DIN SATUL CRÂNGU",151,CRÂNGU,152662,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:26:03",889,832,57,466,344,57,65,915,449,459,7,1,4,1,4,23,4,1,0,1,1,20,0,358,0,40,1
36,TELEORMAN,"CĂMINUL CULTURAL FRUMOASA",174,FRUMOASA,152993,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:44:40",693,693,0,517,473,0,44,765,248,479,38,18,2,0,7,37,6,0,1,0,3,0,5,341,3,54,2
36,TELEORMAN,"CĂMINUL CULTURAL GĂRĂGĂU",321,VÂRTOAPE,154932,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:16:19",496,496,0,410,355,0,55,550,145,384,21,0,0,0,0,2,0,1,0,0,0,0,0,374,0,7,0
36,TELEORMAN,"CĂMINUL CULTURAL GURUIENI",200,MĂGURA,153240,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:47:34",713,691,22,497,457,0,40,760,263,479,18,3,4,4,0,18,3,1,0,2,4,2,1,345,1,88,3
36,TELEORMAN,"CĂMINUL CULTURAL MĂGURA",199,MĂGURA,153240,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:43:09",1332,1332,0,925,838,0,87,1460,535,887,38,9,11,3,11,41,7,4,0,1,3,1,1,633,1,160,1
36,TELEORMAN,"CĂMINUL CULTURAL PERETU",231,PERETU,153543,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:07:26",1225,1225,0,693,686,0,7,1345,652,648,45,16,0,8,9,19,11,2,1,4,3,2,0,505,6,62,0
36,TELEORMAN,"CĂMINUL CULTURAL PLOPI",99,BEUCA,155092,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:20",134,134,0,120,110,0,10,150,30,111,9,0,1,1,0,0,1,1,0,0,0,5,0,95,0,7,0
36,TELEORMAN,"CĂMINUL CULTURAL RĂDULEŞTI",154,CREVENICU,151932,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:53:58",395,395,0,274,257,0,17,430,156,259,15,5,0,1,0,14,2,1,0,0,2,1,2,183,0,48,0
36,TELEORMAN,"CĂMINUL CULTURAL RĂSMIREŞTI",259,RĂSMIREŞTI,153909,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:25:41",591,591,0,626,427,0,199,640,14,578,48,9,0,0,0,6,0,2,2,0,0,0,0,519,0,40,0
36,TELEORMAN,"CĂMINUL CULTURAL SILIŞTEA",282,SILIŞTEA,154228,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:27:15",972,972,0,805,737,0,68,1075,270,757,48,23,2,7,3,50,12,1,0,2,5,9,1,554,3,82,3
36,TELEORMAN,"CĂMINUL CULTURAL TECUCI",93,BALACI,151996,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:32:00",489,489,0,434,342,0,92,540,106,421,13,0,0,3,1,25,1,2,0,1,2,3,0,198,2,179,4
36,TELEORMAN,"CĂMINUL CULTURAL VIRTOAPELE DE JOS",322,VÂRTOAPE,154932,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:52:18",667,667,0,552,439,0,113,735,183,552,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0
36,TELEORMAN,"CĂMINUL CULTURAL VIRTOAPELE DE SUS",320,VÂRTOAPE,154932,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:13:26",756,756,0,643,544,0,99,825,182,599,44,8,3,0,0,14,0,6,0,3,0,0,0,426,0,139,0
36,TELEORMAN,"CASA DE CULTURĂ",51,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:20:36",1001,1001,0,404,386,0,18,1105,701,386,18,89,3,2,10,13,11,0,1,1,2,2,9,193,1,48,1
36,TELEORMAN,"CASA DE CULTURA VIDELE",76,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:15:01",1443,1443,0,953,921,0,32,1595,642,949,4,57,12,1,1,38,1,9,1,5,4,110,78,491,3,130,8
36,TELEORMAN,"CENTRU DE ZI",160,DRACEA,155109,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:36:00",63,63,0,54,42,0,12,70,16,51,3,1,0,0,1,0,0,0,0,0,0,0,1,43,0,5,0
36,TELEORMAN,"CENTRU DE ZI",161,DRACEA,155109,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:29",134,134,0,127,88,0,39,145,18,125,2,3,0,0,1,4,0,1,0,0,0,0,0,111,0,5,0
36,TELEORMAN,"CENTRU EDUCAȚIONAL",71,"MUNICIPIUL TURNU MĂGURELE",151683,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:49:39",1223,1223,0,402,395,0,7,1350,948,372,30,14,3,3,8,19,1,4,1,3,3,3,6,240,5,59,0
36,TELEORMAN,"CENTRUL CULTURAL",40,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:44:57",1007,1007,0,412,407,0,5,1010,603,383,24,82,6,4,7,13,1,0,4,0,5,1,2,199,1,56,2
36,TELEORMAN,"CENTRUL DE ÎNGRIJIRE DE ZI PENTRU COPIII ÎN SITUAȚII DE RISC ÎN COMUNA DOBROTEȘTI",157,DOBROTEŞTI,152760,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:55:25",1207,1207,0,633,601,0,32,1325,692,593,40,41,1,8,7,22,7,2,0,2,8,5,9,397,3,80,1
36,TELEORMAN,"CENTRUL MEMORIAL ”MARIN PREDA”",285,SILIŞTEA-GUMEŞTI,154282,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:59:53",1089,1089,0,728,648,0,80,1200,472,685,43,35,4,5,8,39,9,3,1,0,0,4,8,374,3,188,4
36,TELEORMAN,"CLĂDIREA FOSTA ȘCOALĂ GIMNAZIALĂ CIURARI",266,SĂCENI,153972,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:06:12",285,285,0,245,216,0,29,315,70,229,16,2,1,0,1,2,3,1,0,0,1,4,2,103,0,109,0
36,TELEORMAN,"CLĂDIREA ŞCOLII ELEMENTARE GRESIA",293,STEJARU,154415,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:05:50",88,88,0,88,71,0,17,95,7,85,3,1,0,0,1,3,0,0,0,0,0,2,1,36,1,40,0
36,TELEORMAN,"CLĂDIREA ŞCOLII GENERALE SOCETU",294,STEJARU,154415,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:18:20",566,566,0,450,366,0,84,625,175,450,0,4,3,0,2,7,2,0,1,0,2,1,0,306,1,121,0
36,TELEORMAN,"CLĂDIRE PRIMĂRIE FOSTA ŞCOALĂ CU CLASELE I-IV DOROBANŢU",149,CRÂNGENI,152617,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:36:10",196,192,4,120,114,0,6,205,85,113,7,4,0,0,0,4,0,1,0,0,0,1,2,86,0,14,1
36,TELEORMAN,"CLĂDIRE PRIMĂRIE FOSTA ŞCOALĂ CU CLASELE I-IV STEJARU",150,CRÂNGENI,152617,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:20:03",171,171,0,123,113,0,10,190,67,114,9,12,2,2,1,14,0,0,0,0,0,1,1,64,0,15,2
36,TELEORMAN,"CLĂDIRE PRIMĂRIE -FOST SEDIU CAP BĂCĂLEȘTI",133,"CĂLMĂŢUIU DE SUS",152467,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:55:26",671,671,0,529,468,0,61,735,206,478,51,3,4,7,5,16,4,1,0,1,2,2,0,386,2,42,3
36,TELEORMAN,"CLUB SĂTESC",142,CIUPERCENI,151709,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:26:59",459,459,0,420,328,0,92,490,70,391,29,13,3,0,2,9,1,4,0,0,1,7,8,308,1,32,2
36,TELEORMAN,"CLUBUL COPIILOR",44,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:44:29",1248,1247,1,601,544,0,57,1375,756,573,28,114,3,6,17,22,10,6,1,1,7,3,12,292,5,72,2
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. D. GHICA”",9,"MUNICIPIUL ALEXANDRIA",151790,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:36:03",1142,1142,0,581,570,0,11,1275,694,555,26,60,9,0,11,15,14,4,3,4,8,1,20,312,3,87,4
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. D. GHICA”",8,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:10",1414,1410,4,651,646,1,4,1555,904,622,29,45,6,5,15,15,14,6,6,7,15,1,13,386,1,85,2
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. I. CUZA”",24,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:07",951,951,0,378,366,0,12,1045,667,368,10,21,1,5,6,23,19,1,1,1,9,4,11,206,6,47,7
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. I. CUZA”",25,"MUNICIPIUL ALEXANDRIA",151790,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:41:28",978,978,0,411,398,0,13,1080,669,389,22,37,3,7,15,2,4,2,4,1,6,4,7,233,1,56,7
36,TELEORMAN,"COLEGIUL NAȚIONAL ”AL. I. CUZA”",26,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:12:30",906,906,0,396,383,0,13,1000,604,384,12,46,8,7,5,20,10,0,3,3,5,2,6,215,5,46,3
36,TELEORMAN,"COLEGIUL NAŢIONAL ”ANASTASESCU”",52,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:26:59",1337,1337,0,518,513,0,5,1480,961,469,26,95,4,4,23,0,7,1,1,3,2,1,6,243,0,76,3
36,TELEORMAN,"COLEGIUL NAŢIONAL ”UNIREA”",65,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:42:45",1116,1116,0,526,479,0,47,1230,704,507,19,35,3,3,13,14,16,15,2,0,7,2,10,298,3,86,0
36,TELEORMAN,"COLEGIUL NAŢIONAL ”UNIREA”",64,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:13:38",1032,1029,3,435,421,2,12,1135,700,416,19,36,7,1,7,12,9,8,4,2,8,2,14,246,4,53,3
36,TELEORMAN,"COLEGIUL TEHNIC ”ANGHEL SALIGNY”",38,"MUNICIPIUL ROŞIORI DE VEDE",151870,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:09:04",989,989,0,428,412,0,16,1095,667,406,22,68,8,2,12,13,10,1,2,1,4,2,11,208,2,58,4
36,TELEORMAN,"DISPENSARUL BRᾸTᾸŞANI",309,TRIVALEA-MOŞTENI,154754,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:04:21",490,490,0,374,326,0,48,540,166,332,42,5,4,2,1,8,3,0,1,0,0,1,0,233,1,72,1
36,TELEORMAN,"DISPENSAR UMAN (HOL)",106,BOGDANA,152127,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:30:20",469,469,0,431,334,0,97,515,92,394,29,7,0,2,3,10,3,4,0,0,3,2,0,325,2,31,2
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL",122,BUZESCU,152332,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:19:37",1157,1157,0,697,618,0,79,1280,583,630,67,3,1,5,2,9,4,3,1,0,2,0,3,548,0,48,1
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL",119,BUJORU,152314,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:14:53",681,674,7,554,547,7,0,740,193,494,53,11,4,8,2,23,4,3,1,0,3,7,7,364,0,52,5
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL",316,ŢIGĂNEŞTI,154834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:57:12",1134,1134,0,707,671,0,36,1280,573,671,36,14,3,4,6,21,5,4,0,1,4,1,9,518,2,72,7
36,TELEORMAN,"GRĂDINIȚĂ CU PROGRAM NORMAL",329,VIIŞOARA,154914,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:36:28",557,557,0,455,406,0,49,615,160,410,45,5,1,3,4,15,2,0,2,0,1,0,2,303,1,70,1
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL BRAGADIRU",114,BRAGADIRU,152234,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:59:15",1022,1022,0,616,552,0,64,1125,509,597,19,9,0,0,0,14,5,1,1,0,4,0,3,452,0,108,0
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL CALOMFIREȘTI",252,POROSCHIA,151834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:34",777,766,11,547,536,0,11,845,298,522,25,8,3,1,7,8,11,1,0,0,2,0,3,346,2,129,1
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL CONŢEŞTI",143,CONŢEŞTI,152564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:50:01",1300,1300,0,871,792,0,79,1435,564,841,30,10,1,7,8,25,4,1,0,0,2,1,4,726,1,50,1
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL DRACEA",159,DRACEA,155109,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:32:26",995,995,0,576,470,0,106,1095,519,564,12,10,0,3,7,10,4,1,0,0,1,1,1,461,1,58,6
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL ”DR.GHEORGHE FURTUNĂ”",107,BOTOROAGA,152172,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:06",936,936,0,703,596,0,107,1025,322,664,39,7,2,1,12,22,10,3,3,1,3,4,4,457,0,134,1
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL NR.1",202,MĂLDĂENI,153277,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:22",896,896,0,529,497,0,32,985,456,513,16,17,6,5,3,35,8,3,0,3,3,2,4,276,0,144,4
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",182,GRATIA,153062,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:09:47",926,926,0,670,614,0,56,1025,355,644,26,10,1,22,9,10,2,0,0,1,6,2,3,487,0,90,1
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",209,MERENI,153295,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:57:33",745,745,0,436,401,0,35,820,384,410,26,3,3,5,0,7,4,3,0,1,0,1,1,317,2,62,1
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 CREVENICU",153,CREVENICU,151932,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:38:12",636,636,0,491,431,0,60,705,214,465,26,17,2,4,3,17,11,2,1,1,2,0,4,267,0,132,2
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 NENCIULEȘTI",219,NENCIULEŞTI,154996,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:07:10",747,725,22,528,506,0,22,800,285,483,31,7,4,2,1,15,4,1,0,2,2,3,1,381,1,55,4
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 PUTINEIU",254,PUTINEIU,153829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:00:44",973,973,0,768,701,0,67,1070,302,686,82,6,5,1,0,13,10,0,0,0,0,7,13,581,0,50,0
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL ,NR.1 SEACA , SAT SEACA , JUDETUL TELEORMAN , STRADA VICTORIEI , NR.75",276,SEACA,154139,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 07:24:28",1175,1175,0,722,565,0,157,1295,573,691,31,14,0,4,1,11,4,7,1,0,0,12,9,572,0,52,4
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 VITĂNEȘTI",330,VITĂNEŞTI,153776,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:46:53",918,918,0,679,541,0,138,1010,331,655,24,20,0,0,0,0,0,0,0,0,0,0,0,537,0,98,0
36,TELEORMAN,"GRADINITA CU PROGRAM NORMAL NR.2",203,MĂLDĂENI,153277,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:12:33",1180,1180,0,706,670,0,36,1300,558,669,37,4,1,5,8,5,12,2,4,1,1,1,6,463,0,151,5
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2",268,SÂRBENI,154308,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:44:29",523,523,0,462,386,0,76,570,108,431,31,10,0,4,4,19,2,0,0,1,2,1,1,350,3,33,1
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",109,BOTOROAGA,152172,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:24:45",957,911,46,730,640,0,90,1005,275,721,9,6,1,4,0,23,1,7,1,2,0,1,4,547,2,120,2
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",241,PLOPII-SLĂVITEŞTI,153623,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:59:34",553,553,0,477,410,0,67,610,133,452,25,8,2,3,0,22,4,3,3,1,2,1,0,241,0,160,2
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",193,LIŢA,151763,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:56:14",1019,1019,0,687,628,0,59,1120,433,635,52,11,3,6,3,23,3,2,0,0,6,9,6,505,3,54,1
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",185,ISLAZ,151736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:33:17",1463,1463,0,802,769,0,33,1575,773,748,54,38,4,10,11,28,2,14,1,2,5,8,8,529,2,82,4
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",148,CRÂNGENI,152617,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:35:13",540,528,12,350,350,0,0,580,262,287,31,6,1,0,0,11,11,2,0,3,2,3,2,213,0,32,1
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.2",73,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:57:28",1201,1201,0,497,484,0,13,1330,800,464,33,18,2,8,3,13,5,4,1,2,8,2,3,299,0,92,4
36,TELEORMAN,"GRĂDİNİŢA CU PROGRAM NORMAL NR.2",166,"DRĂGĂNEŞTI DE VEDE",152868,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:20:39",527,527,0,367,337,0,30,585,218,347,20,20,0,2,1,11,2,0,1,1,1,3,7,261,0,35,2
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 BĂDULEASA",255,PUTINEIU,153829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:38:28",488,488,0,415,359,0,56,535,120,374,41,7,3,3,5,17,2,0,1,0,0,8,4,293,0,29,2
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 BLEJEŞTI",101,BLEJEŞTI,152083,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:37:12",824,824,0,534,509,0,25,905,371,522,12,5,2,2,3,28,4,2,0,1,0,1,7,381,0,84,2
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 BUTEȘTI (FOST LOCAL AL ȘCOLII CU CLASELE I-IV BUTEȘTI)",283,SILIŞTEA,154228,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:04:25",429,429,0,283,271,0,12,470,187,263,20,13,0,3,6,20,6,1,1,1,2,2,1,163,3,41,0
