precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL ROMÂNIA MARE-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi"
33,SĂLAJ,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",104,CARASTELEC,140477,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:08",802,802,0,539,481,0,58,845,306,520,19,0,1,0,3,1,0,1,17,0,1,483,1,0,0,0,12
33,SĂLAJ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ",60,"ORAŞ ŞIMLEU SILVANIEI",139884,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:23:34",1817,1817,0,841,824,0,17,1900,1059,768,73,4,33,2,21,11,3,2,388,36,12,137,4,18,6,10,81
33,SĂLAJ,"CERCUL GOSPODARILOR",199,IP,141722,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:58:17",1383,1383,0,850,841,0,9,1450,600,785,65,2,111,0,19,5,0,0,140,9,3,403,2,8,1,10,72
33,SĂLAJ,"CLĂDIREA FOSTULUI CONSILIU CIULA",204,LETCA,141786,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:00:29",74,74,0,80,57,0,23,100,20,73,7,0,12,0,1,0,0,0,32,4,0,3,0,0,1,0,20
33,SĂLAJ,"CLĂDIREA TRANSILVANIA",10,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:11:29",1312,1312,0,653,627,0,26,1400,747,644,9,2,33,0,9,29,1,2,210,97,11,111,0,6,1,2,130
33,SĂLAJ,"CLĂDIRE MULTIFUNCŢIONALĂ",76,BĂBENI,140084,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:34:12",71,71,0,78,61,0,17,100,22,72,6,1,4,0,0,1,0,0,53,1,0,1,0,2,0,0,9
33,SĂLAJ,"CLUB S.C. COMPANIA DE APĂ SOMEŞ S.A. SUCURSALA MUNICIPIULUI ZALĂU",37,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:19",1199,1199,0,485,470,0,15,1300,815,478,7,1,35,0,11,24,1,2,169,72,12,68,2,11,2,2,66
33,SĂLAJ,"COLEGIUL NAŢIONAL ”SILVANIA”",1,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:27:15",1859,1859,0,994,969,0,25,1950,956,979,15,4,58,2,27,31,2,2,335,124,18,236,2,31,4,0,103
33,SĂLAJ,"COLEGIUL TEHNIC ”ALESANDRU PAPIU ILARIAN”",33,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:32",1056,1056,0,405,394,0,11,1100,695,400,5,3,10,2,12,13,3,2,141,46,14,58,1,20,2,1,72
33,SĂLAJ,"COLEGIUL TEHNIC ”ALESANDRU PAPIU ILARIAN”",34,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:32",873,873,0,360,351,0,9,950,590,351,9,8,21,0,11,5,0,1,137,33,7,61,0,17,1,1,48
33,SĂLAJ,"COLEGIUL TEHNIC ”IULIU MANIU”",59,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:35:56",1537,1537,0,884,834,0,50,1626,742,857,27,8,35,1,17,17,3,0,386,37,9,223,6,15,1,4,95
33,SĂLAJ,"CORP B , BIBLIOTECA COMUNALĂ",73,BĂBENI,140084,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:55:06",421,421,0,344,272,0,72,498,154,331,13,1,11,0,14,12,2,3,200,10,7,8,0,1,3,4,55
33,SĂLAJ,"DIRECŢIA DE SĂNĂTATE PUBLICĂ SĂLAJ",9,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:24",1072,1072,0,528,508,0,20,1150,622,518,10,7,28,1,5,15,2,4,186,49,12,104,1,9,1,1,93
33,SĂLAJ,"DISPENSAR UMAN",150,"FILDU DE JOS",141081,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:57:42",309,309,0,238,210,0,28,350,112,208,30,2,4,1,14,2,0,1,129,3,5,7,0,0,2,1,37
33,SĂLAJ,GRĂDINIȚA,298,"VALCĂU DE JOS",142952,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:14",190,190,0,136,128,0,8,250,114,129,7,0,4,1,4,0,0,2,88,5,2,1,1,2,0,1,18
33,SĂLAJ,GRĂDINIȚĂ,52,"ORAŞ JIBOU",139811,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:34:37",390,390,0,247,228,0,19,450,203,230,17,1,21,0,16,1,1,4,134,2,2,3,0,2,2,3,38
33,SĂLAJ,"GRĂDINIȚA BOBOTA",89,BOBOTA,140280,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:46:04",1148,1148,0,764,728,0,36,1200,436,723,41,5,47,0,16,21,13,2,387,26,3,18,5,14,1,5,160
33,SĂLAJ,"GRADINIȚA CU PROGRAM NORMAL NR.1 MAL",266,SÂG,142612,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:26",999,999,0,514,506,0,8,1050,536,457,57,3,22,0,29,6,4,0,252,4,9,3,2,3,16,1,103
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LICURICI”",29,"MUNICIPIUL ZALĂU",139704,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:26:07",1673,1673,0,630,608,0,22,1800,1170,608,22,4,35,1,17,26,7,1,244,55,15,66,0,18,5,6,108
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",3,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:46:19",1832,1832,0,891,879,0,12,1950,1059,882,9,5,55,0,20,25,6,3,265,120,16,231,3,19,8,2,104
33,SĂLAJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 PERICEI",241,PERICEI,142284,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:58:54",1092,1092,0,629,606,0,23,1150,521,607,22,0,4,0,0,4,1,0,80,9,2,482,0,1,0,0,24
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2",61,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:32",1610,1610,0,862,845,0,17,1700,838,822,40,4,35,0,27,28,2,1,388,52,24,140,3,19,1,3,95
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 3",62,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:43:51",1445,1445,0,667,662,0,5,1550,883,639,28,5,28,6,22,14,2,1,297,36,12,106,5,13,8,2,82
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICII ISTEȚI”",32,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:07:24",1495,1495,0,663,597,0,66,1600,937,658,5,2,44,0,20,25,5,1,254,79,12,66,5,14,2,5,124
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",18,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:00:07",915,915,0,346,334,0,12,1000,654,336,10,2,26,0,11,14,0,4,143,29,7,31,0,8,1,2,58
33,SĂLAJ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL”",19,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:42:49",1079,1079,0,374,367,0,7,1150,776,369,5,1,14,3,16,15,6,0,145,31,8,49,0,7,3,3,68
33,SĂLAJ,"GRĂDINIȚA DE COPII NR.3 ȘĂRMĂȘAG",288,ŞĂRMĂŞAG,142881,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:47:46",890,890,0,549,546,0,3,950,401,540,9,0,2,1,2,4,1,0,14,2,0,508,0,0,0,1,5
33,SĂLAJ,"HOROATU CEHULUI NR. 23 ȘCOALA PRIMARĂ",43,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:36:21",136,136,0,84,76,0,8,200,116,76,8,0,1,0,4,2,0,0,46,1,1,3,0,2,0,0,16
33,SĂLAJ,"IMOBIL TIP CONTAINER",158,GÂLGĂU,141134,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:39:40",316,316,0,213,174,0,39,400,187,203,10,1,1,0,4,0,0,0,142,3,1,2,0,2,1,4,42
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",7,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:20:33",1756,1756,0,685,667,0,18,1900,1215,666,19,1,46,0,19,18,2,1,237,74,6,119,2,16,4,1,120
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",6,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:09:42",1906,1906,0,1013,980,0,33,2000,987,1006,7,3,83,4,19,33,4,3,386,151,18,136,4,11,1,5,145
33,SĂLAJ,"LICEUL CU PROGRAM SPORTIV ”AVRAM IANCU”",8,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:15:11",1649,1649,0,716,702,0,14,1750,1034,700,16,6,58,2,17,27,3,1,239,79,19,129,1,9,4,1,105
33,SĂLAJ,"LICEUL DE ARTĂ ”IOAN SIMA”",30,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:34:13",1587,1587,0,659,643,0,16,1702,1043,650,9,2,33,0,27,34,1,3,245,62,12,87,1,21,6,7,109
33,SĂLAJ,"LICEUL TEHNOLOGIC",153,GÂLGĂU,141134,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:52:49",477,477,0,363,325,0,38,550,187,346,17,4,11,0,4,4,2,2,238,5,3,5,3,7,2,2,54
33,SĂLAJ,"LICEUL TEHNOLOGIC ”GHEORGHE POP DE BĂSEȘTI”",40,"ORAŞ CEHU SILVANIEI",139740,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:51:38",1386,1386,0,733,701,0,32,1450,717,711,22,1,14,0,16,11,0,0,148,29,10,419,0,7,4,0,52
33,SĂLAJ,"LICEUL TEHNOLOGIC ”IOAN OSSIAN”",57,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:35",1517,1517,0,805,783,0,22,1601,796,784,21,8,37,5,17,24,4,3,294,45,5,203,1,22,2,5,109
33,SĂLAJ,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU”",13,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:53:16",873,873,0,398,356,0,42,950,552,392,6,2,29,2,17,8,0,0,134,33,7,84,0,4,2,2,68
33,SĂLAJ,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU”",14,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:29:43",1179,1179,0,458,446,0,12,1250,792,448,10,0,30,1,20,5,1,2,173,46,8,59,3,11,3,5,81
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIAN GOGA”",48,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:19:29",1425,1425,0,652,627,0,25,1500,848,632,20,6,56,2,16,13,7,6,336,39,11,43,2,17,2,3,73
33,SĂLAJ,"LICEUL TEHNOLOGIC ”OCTAVIASN GOGA”PARTER,SALA DE CLASA NR.2",49,"ORAŞ JIBOU",139811,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:35:27",1291,1291,0,619,589,0,30,1350,731,592,27,1,45,1,9,12,2,0,260,29,16,111,2,11,3,0,90
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",27,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:59:07",1837,1837,0,741,728,0,13,1950,1209,729,12,1,62,1,38,24,6,2,293,66,13,70,3,19,4,0,127
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",26,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:44",1333,1333,0,556,544,0,12,1400,844,540,16,7,39,2,18,16,2,5,196,61,7,65,3,13,5,3,98
33,SĂLAJ,"LICEUL TEHNOLOGIC ”VOIEVOD GELU”",28,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:25:10",1362,1362,0,565,551,0,14,1440,875,562,3,5,33,2,22,17,3,2,231,50,15,55,6,8,1,3,109
33,SĂLAJ,"LICEUL TEORETIC ”GHEORGHE ŞINCAI”",35,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:03:11",1480,1480,0,739,726,0,13,1550,811,731,8,1,54,1,13,23,8,1,299,103,8,103,1,13,3,1,99
33,SĂLAJ,"LICEUL TEORETIC ”ION AGÂRBICEANU”",51,"ORAŞ JIBOU",139811,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:23:27",1679,1679,0,935,836,0,99,1750,815,850,85,2,29,2,32,17,1,1,488,15,5,157,4,11,5,7,74
33,SĂLAJ,"PIATA AGROALIMENTARA ILEANDA",189,ILEANDA,141580,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:16:23",992,992,0,631,607,0,24,1050,419,549,82,2,16,0,22,8,3,1,339,15,1,7,16,6,4,4,105
33,SĂLAJ,"PIAȚA TRANDAFIRILOR NR. 29 CLUBUL COPIILOR",42,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:10:02",1390,1390,0,715,708,0,7,1500,785,695,20,3,15,1,11,9,1,9,162,28,1,381,2,10,1,1,60
33,SĂLAJ,PRIMĂRIA,177,HIDA,141447,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:36:35",859,859,0,474,462,0,12,902,428,458,16,4,39,0,14,0,0,1,261,38,4,6,0,9,4,0,78
33,SĂLAJ,"PRIMĂRIA BUCIUMI",98,BUCIUMI,140379,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:50:25",950,950,0,752,642,0,110,1000,248,690,62,2,13,0,15,6,2,0,473,13,9,3,6,9,5,1,133
33,SĂLAJ,"PRIMĂRIA COMUNEI ALMAŞU",67,ALMAŞU,139982,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:13",783,783,0,571,537,0,34,850,279,512,59,2,10,0,19,10,1,2,232,4,3,137,1,10,8,10,63
33,SĂLAJ,"PRIMĂRIA COMUNEI BOGHIŞ",96,BOGHIŞ,180037,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:02:15",1291,1291,0,800,751,0,49,1350,550,758,42,0,1,0,5,1,0,0,19,0,0,709,1,3,0,1,18
33,SĂLAJ,"PRIMĂRIA COMUNEI CAMĂR",103,CAMĂR,140440,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:32:46",1306,1306,0,900,871,0,29,1400,500,871,29,0,1,1,8,3,0,0,36,0,4,799,1,0,1,0,17
33,SĂLAJ,"PRIMĂRIA COMUNEI LETCA",203,LETCA,141786,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:39:59",424,424,0,317,278,0,39,500,183,305,12,3,34,0,11,1,2,0,171,8,6,5,6,3,1,1,53
33,SĂLAJ,"PRIMĂRIA COMUNEI LOZNA",211,LOZNA,141884,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:08",308,308,0,245,184,0,61,361,116,233,12,2,9,2,8,4,1,1,141,2,4,4,0,5,0,1,49
33,SĂLAJ,"PRIMĂRIA COMUNEI PERICEI",242,PERICEI,142284,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:58",1217,1217,0,778,772,0,6,1300,522,768,10,1,2,1,3,2,0,0,54,22,1,669,0,1,0,1,11
33,SĂLAJ,"PRIMĂRIA COMUNEI VÎRȘOLȚ",302,VÂRŞOLŢ,143021,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:44",1392,1392,0,911,865,0,46,1450,539,884,27,0,22,1,10,6,2,0,67,11,4,721,2,4,0,1,33
33,SĂLAJ,"PRIMĂRIA DRAGU, NR.120",145,DRAGU,141027,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:54:31",537,537,0,374,324,0,50,600,226,309,65,1,6,1,15,1,0,0,234,2,0,2,2,2,3,4,36
33,SĂLAJ,"PRIMĂRIA GÎRBOU",160,GÂRBOU,141232,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:12:51",466,466,0,294,263,0,31,550,256,288,6,1,11,2,11,11,1,2,189,5,5,5,5,3,1,2,34
33,SĂLAJ,"PRIMĂRIA MUNICIPIULUI ZALĂU",4,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:21:36",1192,1192,0,487,473,0,14,1253,766,479,8,4,36,2,16,7,3,1,190,58,12,46,3,6,3,0,92
33,SĂLAJ,"PRIMĂRIA NĂPRADEA",233,NĂPRADEA,142177,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:36:32",624,624,0,416,404,0,12,700,284,400,16,1,9,0,10,3,0,0,305,5,4,3,7,2,2,2,47
33,SĂLAJ,"PRIMĂRIA NUȘFALĂU - SALA DE ȘEDINȚE",239,NUŞFALĂU,142239,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:25:21",1405,1405,0,990,967,0,23,1500,510,969,21,0,9,0,12,0,3,0,90,6,6,796,3,5,0,18,21
33,SĂLAJ,"PRIMĂRIA SÎG",264,SÂG,142612,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:22:57",549,549,0,298,284,0,14,600,302,273,25,1,11,1,11,5,1,3,146,7,7,5,6,8,8,2,51
33,SĂLAJ,"SALA DE SPORT CHIEȘD",106,CHIEŞD,140501,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:00:38",1553,1553,0,861,841,0,20,1655,794,807,54,4,104,3,37,4,1,0,391,23,13,43,8,7,0,3,166
33,SĂLAJ,"SALA SPORTURILOR",20,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:25:05",1645,1645,0,631,606,0,25,1750,1119,621,10,2,32,1,32,24,5,2,260,37,15,73,4,12,1,4,117
33,SĂLAJ,"SALA SPORTURILOR",21,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:03",1509,1509,0,598,578,0,20,1600,1002,585,13,3,52,2,26,30,2,3,221,82,13,30,3,11,1,2,104
33,SĂLAJ,"SAT MOTIȘ NR. 228 ȘCOALA GIMNAZIALĂ ”GHEORGHE ȘINCAI”",44,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:24:36",581,581,0,345,333,0,12,650,305,322,23,2,6,0,26,3,0,4,179,11,9,4,5,5,3,1,64
33,SĂLAJ,"SAT NADIȘ NR.127 ȘCOALA PRIMARĂ",45,"ORAŞ CEHU SILVANIEI",139740,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:32:00",405,405,0,286,282,0,4,500,214,275,11,1,14,2,9,4,0,0,159,9,3,3,3,9,3,2,54
33,SĂLAJ,"SAT ULCIUG NR.86 CĂMINUL CULTURAL",46,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:55:45",720,720,0,446,418,0,28,800,354,432,14,1,3,0,9,0,1,0,140,7,1,245,1,3,0,1,20
33,SĂLAJ,"ŞCOALA CLIŢ",75,BĂBENI,140084,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:38:22",167,167,0,131,110,0,21,200,69,113,18,0,4,0,1,0,1,0,91,4,0,1,0,0,1,0,10
33,SĂLAJ,"ŞCOALA COZLA",205,LETCA,141786,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:56",169,169,0,121,103,0,18,200,79,117,4,0,5,0,3,1,0,0,47,26,0,2,0,1,0,0,32
33,SĂLAJ,"ŞCOALA CU CLASE I-IV",231,MIRŞID,142122,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:29",446,446,0,283,267,0,16,551,268,272,11,1,11,0,12,2,1,0,182,9,4,2,0,7,1,2,38
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",66,AGRIJ,139937,6,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:13:20",272,272,0,237,191,0,46,350,113,216,21,2,2,0,16,2,0,3,140,5,3,2,0,2,0,1,38
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",99,BUCIUMI,140379,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:45:22",220,220,0,168,147,0,21,300,132,150,18,0,3,0,2,0,0,0,76,1,1,1,0,2,0,2,62
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV",101,BUCIUMI,140379,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:12:13",150,150,0,139,99,0,40,200,61,130,9,1,2,0,3,0,0,0,80,4,0,0,1,0,1,0,38
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",155,GÂLGĂU,141134,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:21:13",239,239,0,247,190,0,57,300,53,244,3,1,11,1,5,2,0,1,189,6,0,1,0,2,1,1,23
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",300,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:50:13",300,300,0,217,211,0,6,350,133,199,18,0,6,1,5,3,1,0,140,3,2,3,1,2,3,3,26
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",53,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:44:39",205,205,0,134,123,0,11,250,116,132,2,0,10,0,8,2,1,0,86,2,1,1,1,1,3,2,14
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",154,GÂLGĂU,141134,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:14:02",185,185,0,128,104,0,24,250,122,119,9,2,2,0,2,0,1,0,87,2,0,0,1,4,0,2,16
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",54,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:08",303,303,0,235,213,0,22,350,115,223,12,4,3,0,10,0,0,2,168,9,2,4,0,4,0,0,17
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",156,GÂLGĂU,141134,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:56:00",74,74,0,56,41,0,15,100,44,50,6,0,5,0,0,0,0,1,22,1,3,2,0,0,0,3,13
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CHICHIȘA",251,ROMÂNAŞI,142426,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:12:25",195,195,0,122,105,0,17,250,128,108,14,2,3,0,8,0,1,2,65,6,0,2,1,0,1,0,17
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CHILIOARA",113,COŞEIU,140583,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:37:45",227,227,0,172,136,0,36,300,128,159,13,0,6,0,5,1,1,2,110,8,0,8,1,0,0,1,16
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CÎMPIA",94,BOCŞA,140324,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:11:29",203,203,0,163,150,0,13,250,87,156,7,2,10,1,5,5,0,1,92,4,6,4,1,2,0,4,19
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIUMĂRNA",252,ROMÂNAŞI,142426,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:21:49",361,361,0,227,194,0,33,450,223,216,11,2,9,0,15,3,1,0,120,10,5,3,1,5,1,2,39
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CIURENI",306,ZALHA,143067,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:30",112,112,0,108,90,0,18,150,42,103,5,0,2,1,2,0,0,0,85,5,0,1,0,0,2,0,5
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CORMENIȘ",212,LOZNA,141884,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:20:21",151,151,0,132,108,0,24,200,68,126,6,0,4,0,1,0,0,0,92,2,3,0,0,0,0,0,24
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CRIȘTELEC",220,MĂERIŞTE,142006,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:30:27",440,440,0,283,270,0,13,500,217,267,16,2,9,1,24,5,1,1,131,6,13,3,1,8,1,3,58
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV DOH",221,MĂERIŞTE,142006,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:04:12",156,156,0,122,120,0,2,200,78,104,18,0,2,0,8,1,1,0,70,3,0,1,0,0,2,0,16
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV GOSTILA",249,"POIANA BLENCHII",142373,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:28:26",288,288,0,262,210,0,52,331,69,250,12,0,4,0,3,4,0,3,192,3,2,3,0,2,1,2,31
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MĂLĂDIA",223,MĂERIŞTE,142006,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:00:58",134,134,0,89,74,0,15,200,111,77,12,0,8,1,2,1,1,0,37,5,1,1,1,5,0,0,14
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MIERȚA, NR.97",136,CUZĂPLAC,140869,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:33:03",98,98,0,85,71,0,14,150,65,77,8,3,0,0,1,0,0,0,54,2,1,2,1,1,0,0,12
