precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA AUR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"LICEUL TEHNOLOGIC JUSTINIAN MARINA",118,"ORAŞ BĂILE OLĂNEŞTI",167696,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:01",1613,1422,191,1088,897,0,191,1560,472,1051,37,14,5,6,30,20,18,11,77,204,21,6,3,536,37,7,56
40,VÂLCEA,"LICEUL TEHNOLOGIC PETRACHE POENARU",122,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:15:50",767,767,0,372,350,0,22,820,448,350,22,4,0,0,6,1,1,2,10,58,0,2,3,232,9,4,18
40,VÂLCEA,"LICEUL TEHNOLOGIC PETRACHE POENARU",121,"ORAŞ BĂLCEŞTI",168452,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:06",990,990,0,512,498,0,14,1090,578,482,30,11,2,1,18,9,3,1,30,67,2,2,5,294,14,3,20
40,VÂLCEA,"LICEUL TEORETIC",287,MĂCIUCA,171101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:47",641,640,1,539,473,0,66,750,211,501,38,1,1,2,5,2,4,0,12,108,1,0,2,344,4,2,13
40,VÂLCEA,"LICEUL TEORETIC VIRGIL IERUNCA LĂDEȘTI",268,LĂDEŞTI,170685,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:48:01",688,688,0,595,436,0,159,760,165,535,60,1,0,4,1,0,5,6,0,102,4,8,4,372,4,1,23
40,VÂLCEA,"LOCALUL PRIMĂRIEI VOINEASA",428,VOINEASA,174254,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:47:44",618,618,0,415,392,0,23,680,265,385,30,6,5,3,13,10,4,7,29,70,6,5,10,186,1,3,27
40,VÂLCEA,"OCOLUL SILVIC LOVIŞTEA",349,RACOVIŢA,172509,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:48:42",132,132,0,117,105,0,12,149,32,116,1,0,1,0,0,1,2,1,2,7,0,0,1,92,4,1,4
40,VÂLCEA,"PASAJ PIETONAL",36,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:40:11",645,645,0,290,269,0,21,710,323,282,8,8,4,3,12,18,3,0,27,56,1,1,4,112,11,3,19
40,VÂLCEA,"PASAJ PIETONAL",35,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:19:50",804,804,0,401,383,0,18,880,479,380,21,5,4,5,12,39,6,1,43,70,0,2,0,164,15,2,12
40,VÂLCEA,"PASAJ PIETONAL",37,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:03",869,869,0,448,416,0,32,960,512,433,15,8,7,2,14,26,4,4,40,65,1,7,3,217,14,3,18
40,VÂLCEA,"PRIMĂRIA MILCOIU",302,MILCOIU,171469,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:21:11",280,279,1,230,193,1,36,310,80,217,13,4,0,1,6,4,7,4,7,56,1,1,0,109,1,0,16
40,VÂLCEA,"PRIMĂRIA ORAŞULUI BĂBENI",107,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:41:10",1696,1696,0,994,959,0,35,1870,876,921,73,7,3,4,20,4,10,14,72,237,3,2,5,460,20,4,56
40,VÂLCEA,"SALA DE SPORT DE LA LICEUL TEORETIC GRĂDIŞTEA",251,GRĂDIŞTEA,170346,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:15:10",329,313,16,228,186,16,26,360,132,216,12,0,0,1,5,1,1,0,15,36,0,0,1,145,3,0,8
40,VÂLCEA,"S.C. ALFA FARM S.R.L.",109,"ORAŞ BĂBENI",168372,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:58:33",781,781,0,466,460,0,6,860,394,437,29,6,0,1,3,4,9,4,22,67,0,5,0,274,6,5,31
40,VÂLCEA,"ŞCOALA BĂBUEŞTI",207,DĂEŞTI,169351,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:02:13",67,67,0,46,37,0,9,80,34,45,1,0,0,0,1,0,0,0,1,6,0,1,0,35,0,0,1
40,VÂLCEA,"ȘCOALA BĂRBUCENI",344,PRUNDENI,172457,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:27:58",887,862,25,493,468,0,25,970,477,472,21,12,3,2,3,3,11,3,12,64,1,2,0,321,5,1,29
40,VÂLCEA,"ŞCOALA BRATIA DIN DEAL",235,GALICEA,169994,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:52:00",302,300,2,224,214,2,8,334,110,220,4,1,1,0,3,2,2,3,3,56,0,0,8,133,2,1,5
40,VÂLCEA,"ŞCOALA BRATIA DIN VALE",236,GALICEA,169994,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:06:19",357,357,0,224,216,0,8,390,166,208,16,0,1,0,1,2,3,2,4,21,0,1,1,155,3,1,13
40,VÂLCEA,"ȘCOALA CĂLINA",345,PRUNDENI,172457,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:24:39",1147,1108,39,655,616,0,39,1220,565,602,53,17,0,1,8,2,9,2,15,116,1,7,0,378,10,0,36
40,VÂLCEA,"ŞCOALA CÎRSTĂNEŞTI",323,OTEŞANI,171931,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:26:17",1048,1048,0,762,704,0,58,1150,388,696,66,3,0,0,4,2,3,7,9,104,2,2,7,509,5,0,39
40,VÂLCEA,"ŞCOALA COCORU",237,GALICEA,169994,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:06",505,505,0,350,340,0,10,550,200,320,30,2,2,0,3,1,2,7,5,50,0,3,4,207,8,4,22
40,VÂLCEA,"ŞCOALA COPĂCELU",88,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:00:34",1596,1596,0,812,800,0,12,1760,948,779,33,8,7,9,12,16,30,13,53,170,2,6,6,369,10,7,61
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂLŞOARA",291,MĂDULARI,171209,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:50",214,203,11,167,136,11,20,220,53,152,15,0,0,0,0,1,1,0,1,39,1,1,2,101,0,0,5
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV BĂLTENI",197,COPĂCENI,169182,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:49",286,285,1,195,180,0,15,320,125,178,17,0,0,0,1,5,3,4,2,39,0,0,2,108,1,1,12
40,VÂLCEA,"ȘCOALA CU CLASELE. I-IV BĂNȚEȘTI",292,MĂDULARI,171209,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:23:57",247,237,10,170,148,10,12,272,102,159,11,0,1,1,1,1,3,0,4,18,0,0,1,124,3,0,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂRBĂRIGENI",351,ROEŞTI,172581,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:38:53",150,150,0,109,87,0,22,170,61,98,11,2,0,0,9,1,1,1,0,21,0,2,1,52,3,0,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂROIU",406,TETOIU,173855,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:12:37",301,287,14,192,166,14,12,323,131,183,9,0,0,1,1,0,0,14,14,20,1,1,1,125,3,2,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSEŞTI",297,MIHĂEŞTI,171325,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:24:21",709,709,0,401,388,0,13,756,355,377,24,3,1,2,11,3,9,4,14,53,2,5,5,222,7,3,33
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSOIU",383,STOILEŞTI,173374,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:28:00",464,464,0,283,264,0,19,510,227,269,14,0,0,0,2,3,3,3,11,39,0,1,5,193,3,2,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BISTRIŢA",201,COSTEŞTI,169253,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:15:08",674,655,19,417,375,19,23,750,333,388,29,3,4,2,8,2,3,9,0,55,0,1,1,226,6,12,56
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BOGDĂNEŞTI",181,BUJORENI,168880,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:53:18",669,669,0,392,382,0,10,730,338,375,17,12,3,1,8,3,1,6,10,67,2,4,3,226,1,4,24
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BONCANI",218,DRĂGOEŞTI,169547,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:38",447,431,16,357,319,16,22,480,123,333,24,2,0,0,2,1,4,8,8,87,0,0,2,186,2,9,22
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BRATOVEŞTI",411,TITEŞTI,174496,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:32",129,129,0,110,96,0,14,140,30,102,8,0,0,1,3,2,1,1,3,41,0,0,1,47,0,0,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BUDEŞTI",215,DICULEŞTI,174502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:37:56",622,622,0,289,289,0,0,690,401,272,17,1,0,1,3,6,3,1,7,63,0,0,1,161,4,0,21
40,VÂLCEA,"ŞCOALA CU CLASELE.I-IV CASA VECHE",316,OLANU,171806,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:13",527,523,4,369,352,4,13,575,206,346,23,9,4,1,4,4,2,3,7,47,2,1,2,241,4,4,11
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CIOBOŢI",317,OLANU,171806,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:56:41",557,557,0,350,344,0,6,620,270,333,17,11,1,2,2,2,3,5,5,61,1,1,1,216,2,4,16
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CORBI",311,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:47:12",308,305,3,208,188,3,17,340,132,197,11,0,1,1,1,3,2,2,1,27,1,2,1,140,2,1,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DELURENI",422,"VALEA MARE",174085,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:25:50",410,388,22,237,212,3,22,430,193,215,22,0,0,0,1,0,0,1,4,34,0,0,1,158,2,0,14
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DOZEŞTI",224,FÂRTĂŢEŞTI,169681,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:08:53",990,947,43,630,521,43,66,1040,410,591,39,1,3,0,4,4,2,6,18,163,0,5,5,348,12,3,17
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DRĂGIOIU",318,OLANU,171806,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:17:14",438,438,0,286,277,0,9,480,194,264,22,8,2,1,1,2,2,5,22,45,1,0,4,140,0,0,31
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DUMBRAVA",278,LUNGEŞTI,170952,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:05:19",288,288,0,188,168,0,20,320,132,164,24,0,1,0,2,1,1,0,3,38,0,0,0,106,0,7,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GÂLTOFANI",312,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:30:37",127,127,0,94,91,0,3,140,46,91,3,0,1,1,2,6,0,2,1,23,0,1,0,52,1,0,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GĂNEŞTI",267,LĂCUSTENI,174511,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:11",456,429,27,296,248,26,22,470,174,285,11,5,0,1,4,3,3,2,55,43,0,0,13,141,1,0,14
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GEAMĂNA",384,STOILEŞTI,173374,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:08",700,700,0,463,454,0,9,770,307,430,33,1,0,2,1,1,0,4,5,73,0,0,0,329,5,1,8
40,VÂLCEA,"ȘCOALA CU CLASELE I- IV GEAMĂNA- BUCIUMENI",217,DRĂGOEŞTI,169547,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:04:42",524,524,0,432,398,0,34,580,148,398,34,4,0,1,13,1,3,1,5,86,1,1,3,246,2,3,28
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GROŞI",193,CERNIŞOARA,169039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:17:55",701,701,0,511,495,0,16,770,259,461,50,7,2,1,11,5,3,10,12,144,1,3,1,242,6,0,13
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV LĂCUSTENI",266,LĂCUSTENI,174511,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:11",403,403,0,298,276,0,22,440,142,278,20,4,0,1,3,2,3,4,51,56,0,3,4,136,1,3,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV LINIA DEALULUI",375,STĂNEŞTI,173132,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:17:07",117,117,0,82,66,0,16,130,48,71,11,1,0,0,0,0,1,2,9,6,2,2,0,41,0,2,5
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 1 BREZOI",134,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:53:07",1423,1423,0,637,615,0,22,1570,933,594,43,7,3,3,12,24,5,9,33,107,4,4,2,319,20,3,39
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 2 BREZOI",131,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:29",1092,1092,0,596,576,0,20,1200,604,567,29,6,3,1,23,7,19,6,21,90,2,3,2,344,16,2,22
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV OBÎRŞIA",195,CERNIŞOARA,169039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:45",426,426,0,320,287,0,33,469,149,284,36,4,1,0,8,1,4,1,3,27,0,0,0,217,3,0,15
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PERETU",315,OLANU,171806,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:33",451,442,9,314,305,0,9,490,176,292,22,17,1,0,0,3,1,2,15,35,1,1,6,178,9,6,17
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PIETRENI",202,COSTEŞTI,169253,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:39:10",398,397,1,321,301,0,20,440,119,306,15,2,2,3,3,7,5,6,5,50,0,5,1,187,4,3,23
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PLEŞOIU",276,LIVEZI,170872,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:00:58",278,262,16,234,192,16,26,300,66,226,8,0,0,1,1,1,1,3,11,54,1,0,2,135,7,0,9
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV POPEŞTI",339,POPEŞTI,172377,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:07:10",496,496,0,403,343,0,60,550,147,387,16,1,1,0,1,2,7,3,7,45,1,2,1,294,6,1,15
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV ROEŞTI",350,ROEŞTI,172581,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:44:58",640,617,23,399,361,23,15,680,281,373,26,14,0,1,3,3,0,3,6,86,1,3,1,221,8,6,17
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV SCĂUENI",171,BERISLĂVEŞTI,168675,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:16:26",370,370,0,279,272,0,7,410,131,260,19,2,0,1,9,5,4,2,4,35,8,2,1,172,3,0,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV ŞERBĂNEASA",313,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:15",699,699,0,435,424,0,11,770,335,412,23,4,0,1,3,3,0,6,31,59,0,3,2,264,5,0,31
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STĂNEŞTI-LUNCA",280,LUNGEŞTI,170952,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:29:56",745,745,0,470,437,0,33,820,350,425,45,5,2,2,8,6,1,2,5,56,1,2,2,306,1,16,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STOICĂNEŞTI",319,OLANU,171806,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:11:56",321,316,5,223,203,5,15,350,127,213,10,0,1,0,1,2,2,3,2,39,1,3,2,137,6,0,14
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VALEA GRĂDIŞTEA",254,GRĂDIŞTEA,170346,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:10:44",113,104,9,112,75,9,28,120,8,107,5,0,0,1,0,0,2,1,2,11,0,0,1,83,0,0,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VÂRLENI",376,STĂNEŞTI,173132,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:27:40",330,330,0,244,218,0,26,360,116,211,33,1,2,1,5,1,0,0,8,47,0,0,0,130,4,2,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VEŢELU",199,COPĂCENI,169182,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:26:17",423,423,0,272,263,0,9,460,188,246,26,0,1,0,1,8,1,3,1,56,0,2,3,142,0,0,28
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV ZĂVOIENI",289,MĂCIUCA,171101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:15:28",245,245,0,187,177,0,10,280,93,170,17,0,0,1,1,1,1,0,4,35,0,2,0,120,0,0,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ARMĂŞEŞTI",191,CERNIŞOARA,169039,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:41:50",485,485,0,321,311,0,10,530,209,293,28,5,0,3,3,1,1,5,22,58,0,4,9,158,5,5,14
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII AVRĂMEȘTI",365,SCUNDU,172947,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:02:36",603,603,0,409,382,0,27,660,251,385,24,0,0,2,0,3,0,1,6,134,1,1,1,171,0,31,34
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BĂBENI-OLTEŢU",214,DICULEŞTI,174502,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:06:02",864,864,0,439,422,0,17,950,511,412,27,1,2,4,4,4,6,4,10,69,2,0,1,274,2,0,29
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BĂTĂŞANI",421,"VALEA MARE",174085,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:10:01",373,373,0,250,231,0,19,410,160,236,14,1,0,1,4,0,0,3,7,29,0,1,1,164,3,1,21
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BOIŞOARA",172,BOIŞOARA,168755,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:29:43",869,869,0,643,601,0,42,960,317,542,101,1,0,3,4,0,4,6,10,100,1,4,1,378,4,2,24
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BUNEŞTI",184,BUNEŞTI,168960,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:04:57",894,889,5,590,567,5,18,980,390,537,53,0,0,2,10,4,2,11,18,107,2,1,1,342,8,0,29
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BUNEŞTI",186,BUNEŞTI,168960,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:06:39",827,827,0,534,523,0,11,910,376,506,28,3,2,1,10,13,6,2,15,71,0,7,3,328,15,0,30
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CĂPITAN MĂRĂŞANU STROEŞTI",386,STROEŞTI,173533,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:32:42",731,731,0,538,492,0,46,800,262,499,39,3,6,2,2,3,6,6,16,165,3,4,6,255,6,0,16
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CERNIŞOARA",192,CERNIŞOARA,169039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:27:08",651,639,12,471,441,12,18,710,239,425,46,4,1,2,4,9,2,2,5,78,0,4,3,280,4,0,27
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CIOCÎLTEI",352,ROEŞTI,172581,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:40:04",489,489,0,345,329,0,16,540,195,319,26,5,0,0,3,0,1,1,6,77,0,2,1,203,2,0,18
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CIREŞU",387,STROEŞTI,173533,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:19:07",585,585,0,445,385,0,60,650,205,407,38,1,1,0,3,2,2,2,10,95,0,1,2,262,9,3,14
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII COSTEŞTI",200,COSTEŞTI,169253,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:14:27",1055,999,56,1125,999,56,70,1640,515,1061,64,2,4,3,20,16,10,24,31,183,1,9,7,617,37,6,91
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CUENI",353,ROEŞTI,172581,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:21:33",498,498,0,318,285,0,33,550,232,281,37,8,1,2,4,1,3,4,4,71,1,0,0,168,2,0,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DĂEŞTI",340,POPEŞTI,172377,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:15:23",769,769,0,584,489,0,95,850,266,543,41,1,0,3,2,2,10,10,9,58,1,3,2,410,1,2,29
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII DOBRICEA",252,GRĂDIŞTEA,170346,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:50:19",615,592,23,408,368,23,17,633,225,376,32,0,0,0,9,3,1,1,10,96,0,2,5,235,6,1,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DRĂGOEŞTI",216,DRĂGOEŞTI,169547,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:24:50",568,568,0,425,392,0,33,620,195,397,28,3,1,0,2,1,1,0,7,69,0,3,3,266,3,2,36
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII FRÎNCEŞTI",227,FRÂNCEŞTI,169896,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:22",587,587,0,313,305,0,8,650,337,278,35,1,3,0,8,1,3,1,4,34,0,0,0,190,3,4,26
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII - HOTĂRASA",198,COPĂCENI,169182,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:34",284,284,0,210,196,0,14,310,100,195,15,0,0,2,0,0,0,5,2,31,0,1,0,139,3,0,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII MĂDULARI",194,CERNIŞOARA,169039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:29:59",523,523,0,404,364,0,40,580,176,369,35,6,2,2,4,1,3,5,8,29,0,2,11,274,5,1,16
40,VÂLCEA,"ȘCOALA CU CLASELE . I-VIII MĂDULARI",290,MĂDULARI,171209,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:56:08",595,559,36,440,374,35,31,621,181,406,34,0,0,1,16,2,1,3,6,41,1,1,2,319,3,1,9
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII MILOSTEA",372,SLĂTIOARA,173061,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:13",627,627,0,393,379,0,14,640,247,371,22,1,1,3,3,2,8,0,20,66,2,0,2,229,5,2,27
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII OLTENI",180,BUJORENI,168880,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:17:19",1701,1701,0,964,930,0,34,1870,906,916,48,27,8,3,31,52,15,11,54,180,3,7,6,447,26,8,38
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII POIANA",334,PERIŞANI,172153,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:15:45",499,474,25,326,301,9,16,530,204,286,40,1,1,0,2,0,1,2,5,39,0,5,3,216,0,2,9
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ROTĂRĂŞTI",310,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:44",873,868,5,545,515,5,25,960,415,516,29,2,3,1,8,3,2,4,23,116,4,1,2,311,0,1,35
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII RUGETU",373,SLĂTIOARA,173061,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:12:42",533,533,0,341,334,0,7,540,199,318,23,2,0,0,4,3,1,0,4,54,0,0,2,225,4,0,19
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII RUSĂNEŞTI",225,FÂRTĂŢEŞTI,169681,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:25:59",690,690,0,429,391,0,38,770,341,422,7,5,0,0,3,7,0,2,12,124,0,3,2,241,8,5,10
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII SCUNDU",364,SCUNDU,172947,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:21",841,841,0,598,524,0,74,930,332,543,55,2,1,2,8,3,4,1,7,147,3,3,0,327,0,16,19
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII STĂNEŞTI",374,STĂNEŞTI,173132,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:24:42",324,309,15,294,244,15,35,420,126,253,41,4,7,0,1,0,2,3,7,30,1,1,3,175,8,0,11
