precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",385,STOILEŞTI,173374,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:26",1113,1113,0,749,733,0,16,1230,481,735,14,0,5,0,2,3,3,9,8,604,7,1,2,1,0,62,28
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",342,POPEŞTI,172377,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:49:45",796,796,0,598,555,0,43,880,282,574,24,0,0,0,0,0,0,15,0,456,0,0,20,0,22,45,16
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VALEA LUI STAN",137,"ORAŞ BREZOI",167794,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:23:35",502,502,0,304,298,0,6,550,246,236,68,1,0,0,0,1,0,0,0,201,0,1,2,0,0,27,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VLĂDEŞTI",426,VLĂDEŞTI,174156,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:34:32",1269,1265,4,774,744,0,30,1390,616,734,40,16,18,6,1,6,14,36,5,385,15,2,10,5,9,155,51
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VLĂDEŞTI",425,VLĂDEŞTI,174156,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:44:28",1628,1623,5,1020,964,1,55,1780,760,962,58,25,26,12,7,9,13,67,5,481,18,13,5,5,16,200,60
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VOINEASA",429,VOINEASA,174254,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:10:14",587,587,0,421,394,0,27,650,229,389,32,2,6,5,1,1,5,22,3,213,6,6,5,0,6,93,15
40,VÂLCEA,"ŞCOALA CU CLASELE V-VIII LĂCUSTENI",265,LĂCUSTENI,174511,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:25:19",250,250,0,174,169,0,5,280,106,155,19,1,0,1,0,0,1,23,3,98,0,0,0,0,0,23,5
40,VÂLCEA,"ŞCOALA DĂEŞTI",206,DĂEŞTI,169351,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:04",812,812,0,525,512,0,13,900,375,493,32,0,8,2,1,2,4,23,2,338,3,4,2,2,9,63,30
40,VÂLCEA,"ŞCOALA DEALUL VĂLENI",431,ZĂTRENI,174290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:15:17",174,173,1,119,99,1,19,190,71,109,10,1,1,1,0,1,0,2,2,59,1,0,2,2,1,28,8
40,VÂLCEA,"ŞCOALA FEDELEŞOIU",208,DĂEŞTI,169351,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:16",872,872,0,573,554,0,19,960,387,538,35,2,13,4,3,3,21,23,0,331,9,2,9,3,3,80,32
40,VÂLCEA,"ŞCOALA FEŢENI",48,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:51:15",186,186,0,101,91,0,10,210,109,99,2,1,0,0,0,0,3,3,2,58,4,0,0,0,3,15,10
40,VÂLCEA,"ŞCOALA FIŞCĂLIA",258,IONEŞTI,170514,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:43:36",794,794,0,465,460,0,5,870,405,413,52,3,4,3,3,2,1,10,0,286,8,5,3,4,4,61,16
40,VÂLCEA,"ŞCOALA FOTEŞTI",259,IONEŞTI,170514,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:44:50",653,653,0,378,373,0,5,720,342,336,42,0,0,0,0,1,2,6,2,204,8,4,5,2,1,71,30
40,VÂLCEA,"ȘCOALA GENERALĂ",298,MIHĂEŞTI,171325,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:23",776,776,0,458,447,0,11,860,402,435,23,2,8,7,1,4,5,2,1,285,3,1,4,0,4,78,30
40,VÂLCEA,"SCOALA GENERALĂ CU CLASELE.I-IV BUDELE",407,TETOIU,173855,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:33",144,137,7,112,99,7,6,145,33,100,12,0,1,1,0,0,0,9,2,59,0,1,1,0,1,19,6
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV COŞANI",228,FRÂNCEŞTI,169896,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:58:08",1116,1114,2,466,448,0,18,1230,764,394,72,1,6,2,0,3,2,5,2,256,2,1,10,1,0,68,35
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I-IV GĂTEJEȘTI",117,"ORAŞ BĂILE GOVORA",167641,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:21",311,311,0,204,183,0,21,360,156,194,10,3,4,1,1,0,6,14,3,97,10,0,1,2,2,40,10
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE.I-IV NENCIULEŞTI",408,TETOIU,173855,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:49:55",264,256,8,195,152,8,35,283,88,171,24,1,1,1,0,0,0,10,1,117,0,0,0,1,3,31,5
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV SURPATE",232,FRÂNCEŞTI,169896,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:51:52",638,638,0,379,371,0,8,709,330,342,37,2,3,1,0,1,2,7,1,200,7,6,4,0,3,72,33
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV SURPAŢI",358,RUNCU,172812,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:17:31",100,100,0,78,69,0,9,120,42,73,5,0,0,2,0,0,2,0,0,62,1,0,0,0,0,6,0
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV VALEA BABEI",359,RUNCU,172812,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:19:01",193,193,0,158,130,0,28,210,52,143,15,0,0,1,0,2,6,2,0,87,4,0,1,0,0,30,10
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I- VIII BERBEȘTI",129,"ORAŞ BERBEŞTI",168602,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:53:32",1421,1410,11,862,851,11,0,1580,718,807,55,41,19,3,0,0,6,40,2,479,9,6,6,2,4,141,49
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I-VIII GENUNENI",231,FRÂNCEŞTI,169896,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:57:09",603,603,0,383,369,0,14,660,277,348,35,0,2,1,0,1,4,5,1,243,2,0,8,0,2,55,24
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I - VIII ROMANII DE JOS",151,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:08",647,647,0,398,378,0,20,720,322,365,33,1,8,5,0,4,10,25,1,157,19,2,4,2,7,82,38
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE.I-VIII ŢEPEŞTI",409,TETOIU,173855,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:00",647,609,38,458,395,25,38,720,262,414,44,4,7,2,3,0,5,17,7,260,2,1,2,3,3,87,11
40,VÂLCEA,"ŞCOALA GENERALĂ FOLEŞTII DE SUS",415,TOMŞANI,173935,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:18:24",899,896,3,571,540,3,28,990,419,509,62,4,11,14,2,7,12,13,8,228,12,11,10,11,14,113,39
40,VÂLCEA,"ŞCOALA GENERALĂ GORUNEȘTI",371,SLĂTIOARA,173061,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:09:29",351,350,1,225,219,1,5,400,175,207,18,2,0,0,0,3,0,4,0,136,2,1,1,1,1,47,9
40,VÂLCEA,"ŞCOALA GENERALĂ POPEŞTI, COMUNA MĂCIUCA, SATUL POPEŞTI",288,MĂCIUCA,171101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:14:10",340,340,0,240,215,0,25,400,160,222,18,0,1,1,1,1,4,4,4,168,2,1,0,1,1,28,5
40,VÂLCEA,"ȘCOALA GENERALĂ ROMANII DE SUS - SĂLIȘTEA",153,"ORAŞ HOREZU",168041,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:25:35",622,621,1,292,281,1,10,680,388,244,48,1,1,1,0,1,0,6,1,135,0,2,6,0,1,56,33
40,VÂLCEA,"ŞCOALA GENERALĂ SEACA",138,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:44:08",425,425,0,279,266,0,13,474,195,255,24,2,1,1,1,1,6,7,2,174,2,2,1,1,8,37,9
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ACHIM POPESCU",329,PĂUŞEŞTI-MĂGLAŞI,172082,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:49:37",1330,1309,21,853,827,5,21,1440,581,783,64,9,20,3,4,0,18,43,3,446,15,7,11,3,18,139,44
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ACHIM POPESCU",328,PĂUŞEŞTI-MĂGLAŞI,172082,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:11:18",1123,1119,4,735,717,4,14,1230,495,686,49,0,17,5,3,4,10,32,3,386,15,2,7,4,3,130,65
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ AMĂRĂŞTI",162,AMĂRĂŞTI,168309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:37:45",787,787,0,570,484,0,86,870,300,515,55,1,11,8,1,1,8,22,4,340,6,2,9,2,4,65,31
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",72,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:20:28",927,927,0,388,371,0,17,1030,642,374,14,10,8,6,1,5,8,29,2,164,10,3,11,2,12,83,20
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",75,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:31",711,708,3,312,296,1,15,780,468,304,8,7,17,4,1,3,9,19,2,154,9,5,4,5,4,42,19
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",73,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:54:34",1158,1157,1,593,576,1,16,1270,677,562,31,7,26,7,2,5,14,50,3,256,30,9,4,7,16,98,28
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",74,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:30:46",976,976,0,418,407,0,11,1080,662,404,14,1,9,4,1,5,16,42,4,189,13,0,4,5,9,77,25
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",76,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:40",1059,1059,0,428,418,0,10,1160,732,393,35,7,16,6,1,1,11,29,3,170,5,3,3,4,5,91,38
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",77,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:41:24",1256,1256,0,565,558,0,7,1390,825,542,23,3,24,8,0,4,20,39,4,235,28,7,11,9,15,101,34
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”ANTON PANN”",71,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:48:52",1476,1476,0,666,652,0,14,1630,964,641,25,8,20,17,3,6,15,51,4,302,15,7,8,9,6,131,39
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ ”BARTOLOMEU VALERIU ANANIA”GLĂVILE",244,GLĂVILE,170168,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:06:17",770,770,0,481,419,0,62,850,369,439,42,1,1,6,6,22,6,10,0,265,4,2,0,2,2,77,35
40,VÂLCEA,"SCOALA GIMNAZIALĂ BODEȘTI",165,BĂRBĂTEŞTI,168559,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:36",694,694,0,385,375,0,10,767,381,362,23,1,6,3,4,1,3,12,2,203,11,5,3,4,3,75,26
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ CÎINENII MARI",188,CÂINENI,169119,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:56:14",608,608,0,367,331,0,36,660,293,296,71,1,2,1,0,0,1,4,10,216,5,4,0,1,5,32,14
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ COLONIE",87,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:48",1024,1023,1,541,532,1,8,1140,599,485,56,3,2,25,1,1,9,13,0,314,4,5,6,2,4,59,37
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ, COMUNA ALUNU, SAT IGOIU",159,ALUNU,168229,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:40:04",1424,1424,0,852,841,0,11,1570,718,775,77,11,4,3,0,4,9,15,5,397,20,4,2,1,1,249,50
40,VÂLCEA,"SCOALA GIMNAZIALA COMUNA SINESTI",366,SINEŞTI,172992,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:32:19",672,650,22,484,407,22,55,720,236,454,30,1,2,1,1,1,12,15,2,329,4,1,3,2,1,54,25
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ COSTEA MARINOIU OCNELE MARI",156,"ORAŞ OCNELE MARI",168130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:30:26",1370,1370,0,955,921,0,34,1500,545,883,72,6,11,6,3,4,14,36,1,550,16,6,5,4,26,131,64
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ CREȚENI",203,CREŢENI,169306,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:53:02",875,855,20,525,483,20,22,920,395,455,70,2,0,1,0,4,13,8,1,308,12,2,0,2,5,82,15
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII PESCEANA",336,PESCEANA,172279,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:53",1283,1220,63,767,704,0,63,1340,573,709,58,4,7,7,1,5,10,10,3,433,7,15,12,3,9,134,49
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII RUNCU",357,RUNCU,172812,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:43:36",431,431,0,346,303,0,43,470,124,322,24,0,2,1,0,1,4,12,4,207,2,2,0,0,2,71,14
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ DUMITRU BĂDESCU",120,"ORAŞ BĂILE OLĂNEŞTI",167696,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:38:26",1367,1355,12,812,777,12,23,1490,678,706,106,0,0,7,0,0,13,23,0,444,6,0,4,2,9,145,53
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ FĂUREŞTI",220,FĂUREŞTI,169583,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:46:43",630,630,0,426,399,0,27,690,264,400,26,2,4,0,0,3,6,12,6,280,5,0,6,1,0,66,9
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ GORANU",46,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:03:37",1025,1023,2,448,436,0,12,1120,672,424,24,2,12,3,2,5,11,40,2,209,13,5,3,2,1,78,36
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ GORANU",45,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:53:27",1390,1390,0,544,534,0,10,1530,986,518,26,8,27,15,0,7,14,45,1,193,34,4,9,6,11,113,31
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ GUŞOENI",256,GUŞOENI,170444,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:52:12",687,644,43,448,369,42,37,710,262,430,18,4,4,0,2,1,3,14,0,335,2,4,1,1,1,47,11
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",24,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:15:51",769,769,0,323,308,0,15,850,527,306,17,4,16,2,2,4,5,25,1,144,13,2,1,3,12,60,12
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",27,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:27",823,823,0,351,343,0,8,910,559,340,11,5,28,5,5,3,7,42,1,143,15,1,2,5,6,59,13
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",23,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:35",935,935,0,420,405,0,15,1030,610,403,17,3,18,4,2,0,12,45,1,183,17,2,2,3,11,76,24
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",25,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:43:14",807,807,0,365,363,0,2,880,515,359,6,4,15,2,0,2,8,30,2,145,13,6,2,6,7,83,34
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",21,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:53",939,939,0,408,399,0,9,1030,622,395,13,7,25,5,2,4,11,42,1,174,10,2,3,2,14,77,16
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",26,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:59",1015,1015,0,434,420,0,14,1120,686,425,9,4,26,5,4,2,8,46,9,177,8,2,6,6,10,89,23
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ ”IOAN GH. DUCA”",22,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:07:27",920,918,2,431,424,0,7,1010,579,417,14,4,19,3,4,2,11,43,3,173,22,4,1,3,15,86,24
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ IONESCU CHEIANU",119,"ORAŞ BĂILE OLĂNEŞTI",167696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:33",877,877,0,531,524,0,7,980,449,514,17,0,4,5,7,2,9,20,4,301,4,2,10,2,8,78,58
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ JIBLEA VECHE",144,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:54",972,971,1,475,467,1,7,1070,595,427,48,2,12,0,0,0,4,26,5,286,2,2,3,1,4,57,23
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ JIBLEA VECHE",145,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:19",979,968,11,530,519,1,10,1071,541,493,37,6,7,2,2,2,15,28,2,291,11,4,5,2,7,77,32
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ LĂUNELE DE JOS",212,DĂNICEI,169404,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:24:31",334,329,5,284,246,5,33,370,86,265,19,1,5,1,0,10,3,12,2,196,3,1,0,0,1,22,8
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ MALAIA",281,MALAIA,171021,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:04",861,861,0,715,635,0,80,950,235,682,33,7,8,8,2,1,8,47,9,397,18,5,8,3,7,106,48
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ MATEEŞTI",284,MATEEŞTI,171067,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:01",1049,1049,0,749,668,0,81,1150,401,699,50,3,6,3,4,3,4,19,2,513,6,6,7,0,4,85,34
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",57,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:54:00",1388,1388,0,681,669,0,12,1530,849,650,31,8,25,9,2,8,18,67,3,290,19,9,6,6,8,131,41
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",58,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:45:15",1097,1097,0,451,440,0,11,1210,759,438,13,4,8,3,4,9,8,35,3,206,15,7,2,2,10,93,29
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",56,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:46:27",1183,1182,1,569,539,0,30,1300,731,547,22,5,23,4,5,2,13,41,14,257,22,6,7,2,13,96,37
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ MOLOGEŞTI",263,LALOŞU,170612,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:04:37",502,501,1,380,341,1,38,499,119,356,24,2,2,1,3,2,5,20,2,200,0,3,7,1,3,88,17
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.1",397,ŞTEFĂNEŞTI,173748,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:51:20",545,506,39,417,337,39,41,560,143,393,24,3,10,0,0,0,5,20,1,258,11,3,6,1,4,53,18
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",82,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:08:40",927,927,0,397,389,0,8,1020,623,383,14,4,13,3,1,2,8,30,4,176,8,9,5,1,13,76,30
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",80,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:55:46",908,907,1,409,390,1,18,1000,591,395,14,1,15,5,1,3,14,32,2,183,15,1,5,6,5,76,31
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",81,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:18",967,961,6,403,397,0,6,1060,657,399,4,3,12,5,2,2,12,34,2,181,13,3,6,1,13,75,35
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",84,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:51",1378,1378,0,636,632,0,4,1520,884,619,16,6,24,4,3,6,17,53,2,244,22,6,5,6,21,143,57
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",78,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:29",886,886,0,357,344,0,13,980,623,344,13,1,14,4,1,3,8,31,2,148,17,1,5,3,5,84,17
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",79,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:50:30",919,919,0,410,397,0,13,1010,600,397,13,1,16,3,2,1,11,26,2,181,17,4,6,1,8,92,26
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 13",83,"MUNICIPIUL RÂMNICU VÂLCEA",167473,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:21:27",1348,1336,12,661,649,0,12,1530,869,645,16,5,27,8,2,10,16,42,2,283,32,5,11,7,11,132,52
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.4",50,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:23:09",930,930,0,447,425,0,22,1020,573,437,10,7,32,6,3,4,16,46,0,181,11,4,4,4,17,84,18
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.4",51,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:16:11",1244,1231,13,575,562,0,13,1360,785,555,20,7,37,8,4,5,14,61,3,228,29,4,8,0,17,99,31
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.4",52,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:42:57",933,933,0,450,440,0,10,1020,570,434,16,6,27,9,3,3,16,67,2,161,14,2,3,6,7,83,25
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 5",104,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:42:28",695,695,0,354,345,0,9,760,406,307,47,0,8,2,3,2,3,16,1,164,9,10,5,2,1,62,19
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR.5",33,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:30:41",1103,1103,0,607,568,0,39,1210,603,592,15,12,47,3,2,10,13,63,6,248,28,7,6,1,20,101,25
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ NR. 8 (BÂRSANU)",102,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:11:36",834,834,0,457,446,0,11,920,463,417,40,2,0,4,4,5,12,26,3,192,6,14,1,1,9,120,18
40,VÂLCEA,"ŞCOALĂ GIMNAZIALĂ PIETRARI",337,PIETRARI,172340,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:59",1309,1294,15,809,794,15,0,1420,611,734,75,1,11,8,3,1,9,24,1,437,11,4,12,7,14,149,42
