precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢOLE MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","GÂDEA ADRIAN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOREA GABRIEL-FLORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STĂVĂRACHE COSTEL-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MARDALE GEORGE-CĂTĂLIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ NUMĂRUL 2 PRUNDU",196,LUNCA,153151,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:51",1253,1248,0,5,0,541,536,0,5,0,516,25,1370,829,12,405,88,5,6
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ PIATRA",234,PIATRA,153561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:45",868,825,0,34,9,641,598,0,34,9,620,21,920,279,103,353,131,9,24
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PLOPII SLĂVITEŞTI",239,PLOPII-SLĂVITEŞTI,153623,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:37",558,482,0,53,23,450,374,0,53,23,430,20,550,100,225,98,84,12,11
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PLOSCA",244,PLOSCA,153605,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:20:00",756,744,0,7,5,467,455,0,7,5,438,29,821,354,194,189,34,12,9
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ POROSCHIA",250,POROSCHIA,151834,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:03",1410,1386,3,21,0,920,898,1,21,0,875,45,1550,630,62,579,178,32,24
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ PURANII DE SUS",253,PURANI,155136,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:32",1202,1092,0,60,50,861,751,0,60,50,834,25,1200,336,614,116,59,9,36
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ RĂDOIEȘTI",258,RĂDOIEŞTI,153865,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:32",755,711,0,12,32,468,424,0,12,32,456,12,820,352,47,340,47,14,8
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SĂCENI",265,SĂCENI,153972,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:06",555,515,0,34,6,400,360,0,34,6,372,28,570,170,100,201,47,17,7
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SAELELE",260,SAELELE,155145,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:09:47",1202,1129,0,5,68,715,642,0,5,68,704,11,1250,526,29,623,37,2,13
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ(ŞCOALA NOUĂ)",238,PIETROŞANI,153589,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:21",1112,1025,0,31,56,769,685,0,31,53,738,31,1130,361,375,255,91,4,13
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ(ŞCOALA VECHE)",237,PIETROŞANI,153589,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:03:01",928,866,1,24,37,676,614,1,24,37,654,22,1010,334,320,250,51,15,18
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SLĂVEŞTI",303,"TĂTĂRĂŞTII DE JOS",154585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:58",718,684,0,22,12,439,406,0,21,12,418,21,750,310,32,218,58,87,23
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SLOBOZIA MÂNDRA",287,"SLOBOZIA MÂNDRA",154344,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:56",643,550,0,35,58,418,325,0,35,58,412,6,600,182,21,348,24,4,15
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ SLOBOZIA MÂNDRA",288,"SLOBOZIA MÂNDRA",154344,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:52:25",727,635,0,39,53,462,370,0,39,53,449,13,700,238,31,364,34,8,12
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SMÎRDIOASA",289,SMÂRDIOASA,154380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:00:42",1460,1422,2,11,25,967,931,0,11,25,934,32,1580,613,274,544,85,14,17
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE”",18,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:58",772,758,2,11,1,347,335,0,11,1,334,13,880,533,54,199,50,25,6
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ȘTEFAN CEL MARE”",19,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:17",924,912,0,11,1,425,413,0,11,1,402,23,1010,585,105,200,44,42,11
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ SUHAIA",295,SUHAIA,154460,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:37",824,770,0,30,24,627,573,0,30,24,605,22,850,223,365,199,15,10,16
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TĂTĂRĂŞTII DE JOS",301,"TĂTĂRĂŞTII DE JOS",154585,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:03:00",1109,1086,2,17,4,664,643,0,17,4,608,56,1200,536,85,333,84,67,39
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE SUS",304,"TĂTĂRĂŞTII DE SUS",154665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:09",1044,962,1,40,41,734,653,0,40,41,709,25,1100,366,344,289,40,12,24
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ TĂTĂRĂȘTII DE SUS",305,"TĂTĂRĂŞTII DE SUS",154665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:36",1158,1070,0,59,29,1158,1070,0,59,29,740,28,1200,432,448,213,59,7,13
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TELEORMANU",206,MÂRZĂNEŞTI,153339,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:18",692,622,0,32,38,494,424,0,32,38,494,0,720,226,150,314,6,18,6
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ TRAIAN, STRADA PRINCIPALĂ NR. 188",307,TRAIAN,154736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:15",759,736,0,4,19,366,343,0,4,19,330,36,810,444,24,211,82,6,7
36,TELEORMAN,"SCOALA GIMNAZIALA ”VASILE RACOTTA”",297,ŞTOROBĂNEASA,154497,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:21:48",1346,1266,1,36,43,917,838,0,36,43,874,43,1440,523,36,473,328,13,24
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ VEDEA",323,VEDEA,154852,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:08",463,452,0,0,11,296,285,0,0,11,295,1,510,214,51,226,14,4,0
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ZAHARIA STANCU”",36,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:48:39",1055,1051,2,2,0,410,408,0,2,0,393,17,1150,740,29,198,55,98,13
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ ”ZAHARIA STANCU”",35,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:23:28",1126,1124,0,1,1,484,482,0,1,1,460,24,1240,756,31,239,54,122,14
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ZIMNICELE",215,NĂSTURELU,153400,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:42",746,707,0,25,14,546,507,0,25,14,530,16,800,254,64,380,57,7,22
36,TELEORMAN,"ŞCOALA MICĂ",245,PLOSCA,153605,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:16",1154,1141,0,6,7,762,749,0,6,7,741,21,1250,488,300,331,60,40,10
36,TELEORMAN,"ŞCOALA PRIMARĂ",334,ZÂMBREASCA,154978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:13:32",390,348,0,3,39,270,228,0,3,39,257,13,400,130,37,183,26,3,8
36,TELEORMAN,"ȘCOALA PRIMARĂ CĂTUNU",247,POENI,153696,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:16",333,316,0,8,9,252,235,0,8,9,246,6,350,98,73,125,35,6,7
36,TELEORMAN,"ŞCOALA PRIMARĂ GĂLĂTENI",180,GĂLĂTENI,153026,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:42:58",1324,1237,0,48,39,946,859,0,48,39,890,56,1350,404,403,383,103,1,0
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",84,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:40",1408,1390,0,10,8,735,717,0,10,8,687,33,1530,810,85,457,91,32,22
36,TELEORMAN,"ȘCOALA PRIMARĂ NR.4",83,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:05",1309,1281,0,9,19,702,674,0,9,19,680,22,1410,708,81,462,74,37,26
36,TELEORMAN,"ŞCOALA PRIMARĂ ŞOIMU",290,SMÂRDIOASA,154380,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:24",321,310,0,8,3,223,212,0,8,3,217,6,340,117,72,103,35,3,4
36,TELEORMAN,"ŞCOALA RĂSFIRAŢI",243,PLOSCA,153605,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:28",1333,1316,0,4,13,919,902,0,4,13,888,28,1470,554,451,290,91,40,16
36,TELEORMAN,"ŞCOLA GIMNAZIALĂ NR. 1 CIUPERCENI",146,COSMEŞTI,152582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:45",1165,1088,1,27,49,806,730,0,27,49,781,25,1200,394,73,657,35,6,10
36,TELEORMAN,"ŞCOLALA GIMNAZIALĂ CĂLMĂȚUIU (FOST LOCAL AL ȘCOLII CU CLASELE I-IV)",130,CĂLMĂŢUIU,152412,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:47",185,169,0,8,8,122,106,0,8,8,119,3,180,58,4,99,11,3,2
36,TELEORMAN,"S.C. URBANA SERV S.R.L.",85,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:23",1415,1393,1,8,13,738,717,0,8,13,719,19,1540,802,57,510,106,26,20
36,TELEORMAN,"SEDIUL ADMINISTRATIV DIN SATUL SECARA",152,CRÂNGU,152662,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:10",271,223,0,20,28,203,155,0,20,28,199,4,270,63,51,132,5,2,9
36,TELEORMAN,"SEDIUL FOSTEI PRIMĂRII COMUNALE BRATCOV",292,STEJARU,154415,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:38",104,85,0,12,7,76,57,0,12,7,76,0,100,24,6,56,13,0,1
36,TELEORMAN,"SPAŢII BIROURI, STRADA PRINCIPALĂ NR. 116",306,TRAIAN,154736,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:53",634,602,1,12,19,352,322,1,12,17,336,16,650,298,29,215,70,18,4
