precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXANDRU IONUŢ-CIPRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MINA MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PETCU TOMA-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CÂNDEA IOSIF-DORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUDURU CONSTANTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","COBZARU SILE-PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"ŞCOALA GENERALĂ NR. 2 RĂSUCENI",194,RĂSUCENI,104788,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:34",295,267,0,8,20,194,166,0,8,20,187,7,313,119,1,19,157,5,3,2
19,GIURGIU,"ŞCOALA GENERALĂ RADU VODĂ",167,IZVOARELE,103899,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:31",149,99,1,38,11,149,99,1,38,11,144,5,182,33,2,9,126,3,3,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",19,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:50",1112,1096,2,6,8,448,434,0,6,8,414,19,1218,777,21,177,142,37,33,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",22,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:49",951,948,0,3,0,397,394,0,3,0,381,16,1049,612,19,128,163,37,26,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",21,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:45:37",1183,1178,0,5,0,498,493,0,5,0,490,8,1307,809,33,161,200,43,43,10
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",20,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:07",1094,1089,1,4,0,449,445,0,4,0,431,14,1203,754,27,161,175,35,22,11
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",18,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:41",992,983,2,7,0,401,394,0,7,0,385,16,1091,690,29,139,145,24,37,11
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",17,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:49",1421,1413,3,5,0,541,536,0,5,0,521,20,1592,1051,34,138,265,43,32,9
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES - LOCAL GRADINITA GOSTINU",145,GOSTINU,103354,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:47",680,638,0,26,16,496,454,0,26,16,463,33,718,222,11,73,346,20,11,2
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES- LOCAL GRADINITA GOSTINU",146,GOSTINU,103354,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:46:18",759,709,0,21,29,522,472,0,21,29,482,27,814,305,5,96,356,23,0,2
19,GIURGIU,"ŞCOALA GIMNAZIALA ”APOSTOL ARSACHE” VEDEA",245,VEDEA,105909,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:04",816,733,0,45,38,563,480,0,45,38,535,28,796,233,3,150,333,43,4,2
19,GIURGIU,"ŞCOALA GIMNAZIALA ” AUREL SOLACOLU” OGREZENI",181,OGREZENI,104485,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:12:28",1262,1231,0,7,24,847,816,0,7,24,822,25,1351,504,85,355,308,62,6,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ BANU BALEANU",76,BOLINTIN-DEAL,101163,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:20:25",1206,1170,3,23,10,644,611,1,23,9,612,32,1286,642,28,161,330,70,8,15
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN STĂNCESCU”",193,RĂSUCENI,104788,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:59",764,632,0,60,72,525,393,0,60,72,511,14,776,251,7,71,399,17,11,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”DRĂGHICI DAVILA”",131,GĂUJANI,103194,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:39",965,861,1,67,36,707,604,0,67,36,661,46,996,289,172,316,146,14,2,11
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",178,"MIHAI BRAVU",104118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:33:36",1049,963,2,45,39,794,711,1,45,37,696,15,1097,386,10,38,585,54,6,3
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",179,"MIHAI BRAVU",104118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:45",854,775,0,40,39,590,511,0,40,39,556,16,896,324,8,51,443,52,0,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ DUMITRU PĂTRAȘCU",108,"CREVEDIA MARE",102348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:04:39",1500,1482,0,17,1,1104,1086,0,17,1,1073,29,1626,524,550,69,408,30,10,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”ELINA BASARAB” HERĂŞTI",153,HERĂŞTI,179757,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:30",1795,1651,0,121,23,1177,1033,0,121,23,1131,41,1865,693,15,331,688,67,15,15
19,GIURGIU,"ȘCOALĂ GIMNAZIALĂ IOAN BĂDILĂ MALU",175,MALU,179739,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:38",927,854,2,47,24,712,641,0,47,24,696,16,940,228,5,381,231,58,10,11
19,GIURGIU,"ŞCOALA GIMNAZIALA ”MARIN M. ȚICULESCU” BĂNEASA",69,BĂNEASA,101001,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:18:41",1105,1068,1,10,26,745,709,0,10,26,701,44,1217,472,6,154,443,85,9,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU",47,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:35",1289,1281,0,6,2,554,546,0,6,2,523,30,1416,863,39,157,228,54,29,16
19,GIURGIU,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",48,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:17",1198,1190,3,4,1,490,485,0,4,1,476,11,1315,828,25,137,232,48,25,9
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIRCEA CEL BĂTRÂN",5,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:33",1170,1165,0,5,0,549,544,0,5,0,533,16,1313,764,19,202,233,49,20,10
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NICOLAE CREVEDIA",107,"CREVEDIA MARE",102348,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:23:00",1192,1178,0,12,2,805,791,0,12,2,774,28,1286,484,492,68,181,30,0,3
19,GIURGIU,"”SCOALA GIMNAZIALA ”NICOLAE LAHOVARY”",230,ULMI,105623,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:38",943,936,0,6,1,583,576,0,6,1,562,21,1030,447,127,200,65,58,108,4
19,GIURGIU,"SCOALA GIMNAZIALA ”NICOLAE LAHOVARY",229,ULMI,105623,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:49:58",1015,1006,1,7,1,616,608,0,7,1,564,34,1111,513,148,179,63,67,95,12
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1",79,BUCŞANI,101378,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:17",814,753,0,54,7,624,563,0,54,7,610,14,828,204,12,105,456,29,6,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR,10",30,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:44",807,799,0,7,1,283,275,0,7,1,273,10,893,610,17,96,107,27,19,7
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",27,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:39",1019,1010,0,9,0,389,380,0,9,0,381,8,1115,726,16,142,163,36,17,7
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",26,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:01",1024,1005,8,7,4,380,369,0,7,4,371,9,1117,737,23,125,152,48,18,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",28,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:01:01",997,984,0,12,1,373,360,0,12,1,356,11,1125,758,20,120,136,36,33,11
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.10",29,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:16",1181,1172,1,7,1,461,453,0,7,1,437,18,1286,831,32,145,145,59,41,15
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 ADUNAŢII COPĂCENI",64,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:08",1528,1510,0,15,3,742,724,0,15,3,682,60,1660,918,10,74,512,86,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",51,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:19",1604,1598,0,3,3,638,632,0,3,3,585,53,1757,1119,5,187,374,13,2,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",49,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:07",1138,1130,0,3,5,641,633,0,3,5,611,30,1257,616,27,89,441,34,5,15
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",50,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:41:03",1392,1379,0,9,4,638,625,0,9,4,609,29,1523,885,16,96,469,22,2,4
19,GIURGIU,"ŞCOALA GIMNAZIALA NR1 BUTURUGENI",86,BUTURUGENI,101617,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:00:48",996,966,1,22,7,717,688,0,22,7,677,40,1069,352,19,142,443,50,10,13
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 CUCURUZU",195,RĂSUCENI,104788,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:05:30",632,599,0,19,14,454,421,0,19,14,440,14,673,219,1,38,371,6,4,20
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",114,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:09",1136,1121,0,11,4,537,522,0,11,4,519,18,1236,699,37,74,293,79,14,22
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",116,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:48",1156,1150,0,5,1,537,531,0,5,1,500,37,1270,733,42,80,287,66,11,14
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",115,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:37",996,993,0,0,3,413,410,0,0,3,388,24,1098,686,26,64,234,45,7,12
19,GIURGIU,"SCOALA GIMNAZIALA NR.1GHIMPATI",134,GHIMPAŢI,103238,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:46:00",1194,1094,0,22,78,856,756,0,22,78,856,0,1296,440,0,0,856,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 GOSTINARI",143,GOSTINARI,103372,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:31",1605,1473,1,91,40,1088,956,1,91,40,1063,25,1619,531,18,735,221,71,9,9
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.1 IZVOARELE",163,IZVOARELE,103899,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:41",909,739,0,81,89,706,536,0,81,89,700,6,1000,294,0,54,626,12,7,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 JOIȚA",169,JOIŢA,103997,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:23",1897,1847,2,37,11,1192,1144,0,37,11,1148,44,2029,837,100,221,595,159,52,21
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",55,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:30",1419,1405,0,9,5,593,579,0,9,5,567,26,1537,944,28,107,355,56,6,15
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",56,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:52",1543,1534,1,5,3,640,632,0,5,3,599,41,1689,1049,27,82,409,58,7,16
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",176,MÂRŞA,104225,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:48",998,934,0,15,49,661,597,0,15,49,640,15,1025,370,116,33,456,28,6,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",177,MÂRŞA,104225,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:23",1208,1172,0,8,28,817,781,0,8,28,792,25,1293,475,108,74,562,35,11,2
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 POENARI",228,ULMI,105623,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:38",1105,1090,0,13,2,636,621,0,13,2,619,17,1210,547,107,156,128,111,112,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 POPEŞTI",63,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:37",856,821,0,35,0,698,663,0,35,0,671,27,887,189,7,258,371,26,6,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 ROATA DE JOS",197,"ROATA DE JOS",104831,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:39",963,943,2,16,2,657,638,1,16,2,622,35,1039,382,18,183,348,61,6,6
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 ROATA DE JOS",196,"ROATA DE JOS",104831,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:54",920,898,1,20,1,616,595,0,20,1,603,13,987,371,11,138,386,54,12,2
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",204,SĂBĂRENI,179775,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:38",1245,1124,1,95,25,899,779,0,95,25,885,14,1257,358,64,329,416,57,12,7
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",203,SĂBĂRENI,179775,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:32",1218,1124,3,72,19,872,781,0,72,19,839,33,1230,358,39,285,447,46,12,10
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI ,",126,GĂISENI,103087,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:57",802,772,0,6,24,492,462,0,6,24,472,20,870,378,10,65,322,68,7,0
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI .",125,GĂISENI,103087,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:14:43",990,967,1,3,19,506,484,0,3,19,485,21,1082,576,8,57,319,92,3,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 SLOBOZIA",212,SLOBOZIA,100549,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:27",763,763,0,0,0,428,428,0,0,0,408,20,842,414,9,248,80,51,14,6
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 STĂNEȘTI",214,STĂNEŞTI,105295,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:54:12",1153,992,0,99,62,831,673,0,99,59,792,39,1085,254,5,142,589,35,16,5
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 VALEA DRAGULUI",231,"VALEA DRAGULUI",105776,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:29",1196,1146,0,20,30,1038,988,0,20,30,949,29,1256,262,379,122,419,0,25,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 VÂNĂTORII MICI",237,"VÂNĂTORII MICI",105972,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:26",801,783,0,14,4,542,524,0,14,4,534,8,863,321,72,116,320,20,5,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 VĂRĂŞTI",234,VĂRĂŞTI,105874,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:45",840,811,1,4,24,678,650,0,4,24,656,22,914,236,6,262,354,28,5,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.1 VĂRĂȘTI",233,VĂRĂŞTI,105874,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:54",951,928,0,10,13,703,680,0,10,13,681,22,1020,317,12,355,275,29,4,6
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 VLAD-TEPES, CORP B",104,COMANA,102106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:26",1273,1109,2,41,121,900,737,1,41,121,900,0,1349,449,1,16,880,2,1,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2",84,BUCŞANI,101378,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:41:50",574,538,0,36,0,454,418,0,36,0,442,12,588,134,4,41,390,4,2,1
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 2 BÎCU",170,JOIŢA,103997,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:07:44",1532,1439,3,82,8,1072,982,0,82,8,1023,49,1580,508,143,467,264,105,22,22
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CÂMPURELU",98,COLIBAŞI,102071,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:49",1045,993,0,4,48,655,603,0,4,48,652,3,1147,492,9,81,494,55,7,6
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",199,"ROATA DE JOS",104831,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:24",983,979,1,3,0,535,531,1,3,0,514,21,1080,545,10,114,326,35,19,10
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",200,"ROATA DE JOS",104831,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:27",1075,1061,0,14,0,523,509,0,14,0,501,22,1171,648,21,63,347,47,14,9
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 CHIRIACU",164,IZVOARELE,103899,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:54",1174,967,0,102,105,801,594,0,102,105,798,3,1015,214,4,58,715,19,0,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.2 DOBRENI",236,VĂRĂŞTI,105874,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:12:26",1971,1945,0,15,11,1224,1198,0,15,11,1161,63,2140,916,7,425,683,35,6,5
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 IZVORU",240,"VÂNĂTORII MICI",105972,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:56",601,582,2,6,11,437,420,0,6,11,424,13,651,214,7,256,146,10,2,3
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 LUNCA FRĂTEŞTI",121,FRĂTEŞTI,102909,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:37",624,602,1,12,9,396,375,0,12,9,376,20,666,270,7,140,188,32,3,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 MIHAI VODĂ",78,BOLINTIN-DEAL,101163,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:57:43",1561,1538,0,15,8,868,845,0,15,8,842,26,1698,830,63,199,411,115,6,48
19,GIURGIU,"ŞCOALA GIMNAZIALA NR 2 PĂDURENI",88,BUTURUGENI,101617,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:46:33",1190,1146,0,28,16,890,846,0,28,16,849,41,1284,390,13,349,436,39,7,5
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 2 , SAT CĂSCIOARELE COM GĂISENI",128,GĂISENI,103087,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:12:34",900,879,0,11,10,480,459,0,11,10,445,35,978,498,11,160,243,22,5,4
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 2 SAT CĂSCIOARELE , COM GĂISENI",129,GĂISENI,103087,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:42",736,716,0,4,16,424,404,0,4,16,405,19,809,385,9,130,221,40,1,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.2 STOENEŞTI",119,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:42",1580,1573,0,6,1,684,677,0,6,1,640,20,1732,1072,44,69,450,57,0,20
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 TÂNTAVA",148,GRĂDINARI,103407,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:56",1036,973,0,59,4,670,607,0,59,4,639,31,1074,404,20,204,319,77,10,9
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3",12,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:00",1247,1237,2,8,0,458,450,0,8,0,439,19,1359,901,17,144,181,53,36,8
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.3",11,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:38",743,736,0,7,0,269,262,0,7,0,259,10,816,547,12,86,115,20,16,10
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.3",13,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:11:50",1396,1389,0,5,2,437,430,0,5,2,393,36,1532,1095,12,108,183,47,34,9
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 3 COMANA SALA NR. 1",99,COMANA,102106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:50:16",822,736,3,26,57,570,486,1,26,57,552,18,867,297,9,506,15,14,5,3
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 3 COMANA SALA NR. 2",100,COMANA,102106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:04",876,788,3,34,51,629,544,0,34,51,618,11,933,304,8,551,23,21,9,6
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 3 FALASTOACA",102,COMANA,102106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:39",686,606,1,23,56,481,402,0,23,56,468,13,667,186,7,379,25,32,21,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3 PALANCA",118,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:36",972,958,1,8,5,566,553,0,8,5,541,25,1057,491,29,38,393,55,11,15
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3 PALANCA",117,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:27",1167,1149,0,9,9,695,677,0,9,9,679,16,1283,588,31,60,520,39,14,15
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.3 UZUNU",93,CĂLUGĂRENI,101662,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:08",1128,1116,0,12,0,674,662,0,12,0,641,33,1240,566,23,172,333,77,12,24
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 3 VÂNĂTORII MARI",242,"VÂNĂTORII MICI",105972,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:49",895,865,0,12,18,684,654,0,12,18,661,23,966,282,19,117,473,46,0,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",31,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:18:00",821,817,0,4,0,362,358,0,4,0,343,19,941,579,22,98,158,35,26,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",32,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:05",1083,1072,1,8,2,402,392,0,8,2,386,16,1194,792,21,142,146,39,27,11
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",33,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:57",1072,1063,0,9,0,431,422,0,9,0,412,19,1178,747,14,124,190,47,29,8
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.7",46,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:52",1320,1312,0,6,2,558,550,0,6,2,526,32,1447,889,33,186,211,57,32,7
19,GIURGIU,"ŞCOALA GIMNAZIALǍ ” PETRE ADAMEȘTEANU” TOPORU ( ŞCOALA VECHE)",222,TOPORU,154709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:06",936,777,4,54,101,667,512,1,54,100,662,5,943,276,2,7,641,11,1,0
19,GIURGIU,"ŞCOALA GIMNAZIALA PROF. DINU NICOLAE VLASIN",208,SCHITU,104975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:32",406,335,0,43,28,296,225,0,43,28,283,13,363,67,1,47,205,20,7,3
