precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL SATU NOU",95,"ORAŞ PANCIU",175055,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:34:11",772,760,1,11,0,394,383,0,11,0,375,19,842,448,6,30,90,83,117,49
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL STUPINA",208,MĂICĂNEŞTI,176613,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:35:43",270,253,0,11,6,201,184,0,11,6,190,11,285,84,2,0,161,3,20,4
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL VARNIȚA",261,RĂCOASA,177405,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:18:59",455,440,1,7,7,213,201,0,5,7,198,15,489,276,1,4,37,40,90,26
41,VRANCEA,"GRADINITA CU PROGRAM NORMAL VIISOARA",243,PĂUNEŞTI,177236,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:23",777,774,0,3,0,348,345,0,3,0,309,39,855,507,62,11,130,40,50,16
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORNAL SÎRBI",317,ŢIFEŞTI,178180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:13",594,587,0,3,4,300,293,0,3,4,285,15,650,350,2,4,169,23,63,24
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT GOLEŞTI",177,GOLEŞTI,174824,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:49",973,966,3,2,2,478,474,0,2,2,462,16,1066,588,12,18,112,76,188,56
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1",54,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:44",897,885,2,10,0,362,352,0,10,0,344,18,976,614,7,9,75,47,160,46
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",52,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:31:11",1665,1655,0,10,0,709,699,0,10,0,684,25,1832,1123,12,33,231,69,259,80
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",53,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:38:57",1772,1751,2,17,2,802,783,0,17,2,785,17,1936,1134,19,33,234,77,337,85
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 15",16,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:44:27",1703,1692,3,8,0,750,742,0,8,0,717,33,1866,1116,29,45,212,76,248,107
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 15",15,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:35",884,879,1,4,0,398,393,1,4,0,377,21,963,565,16,25,115,49,141,31
41,VRANCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 15 FOCȘANI",14,"MUNICIPIUL FOCŞANI",174744,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:37:55",1460,1454,0,6,0,598,592,0,6,0,560,38,1609,1011,11,26,172,59,213,79
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",28,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:48:03",1261,1249,0,12,0,461,449,0,12,0,437,24,1383,922,2,21,130,31,177,76
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 16",29,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:20:06",1550,1540,0,10,0,588,578,0,10,0,571,17,1704,1116,13,27,152,58,254,67
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",58,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:02:39",1014,1001,2,11,0,428,417,0,11,0,412,16,1106,678,13,19,102,39,176,63
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 18",43,"MUNICIPIUL FOCŞANI",174744,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:01:20",983,976,0,7,0,449,442,0,7,0,435,14,1079,630,9,21,113,43,189,60
41,VRANCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 18 FOCȘANI",42,"MUNICIPIUL FOCŞANI",174744,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:00:46",1369,1360,2,6,1,607,600,0,6,1,586,21,1535,928,18,20,187,64,217,80
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 8",56,"MUNICIPIUL FOCŞANI",174744,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:12",897,885,1,11,0,400,389,0,11,0,383,17,980,580,7,19,114,45,126,72
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT PETREŞTI",329,VÂNĂTORI,178607,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 11:29:44",1286,1273,1,12,0,579,567,0,12,0,555,24,1404,825,9,41,166,76,178,85
41,VRANCEA,"GRĂDINIȚA DE COPII - SALA II",120,BROŞTENI,175466,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:48:18",527,525,0,1,1,316,314,0,1,1,298,18,579,263,2,11,101,47,125,12
41,VRANCEA,"GRADINITA GOLESTII DE SUS",150,COTEŞTI,175885,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:43:17",362,347,1,7,7,229,215,0,7,7,216,13,389,160,3,7,52,21,85,48
41,VRANCEA,"GRADINITA NR 1",360,VULTURU,178821,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:27:11",1273,1259,0,10,4,415,405,0,6,4,392,23,1379,964,4,11,81,41,211,44
41,VRANCEA,"GRADINITA NR. 1 CENTRU HOMOCEA",191,HOMOCEA,176445,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:17:19",1732,1701,0,8,23,544,513,0,8,23,508,36,1899,1355,15,40,363,31,51,8
41,VRANCEA,"GRĂDINIȚA, SAT VETREȘTI-HERĂSTRĂU",232,NISTOREŞTI,177003,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:32:17",779,763,1,3,12,475,460,0,3,12,438,37,853,378,2,15,52,74,275,20
41,VRANCEA,"GRADINITA SPERIETI",216,MOVILIŢA,176793,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-13 12:38:55",394,386,2,3,3,198,192,0,3,3,188,10,433,235,4,3,26,25,88,42
41,VRANCEA,"GRADINITA „VOINICELUL” NECULELE",347,VINTILEASCA,178475,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:42:14",374,353,0,14,7,226,205,0,14,7,218,8,399,173,0,3,27,10,175,3
41,VRANCEA,"IMOBIL BIROURI",139,CIORĂŞTI,175590,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-14 10:42:15",487,472,2,13,0,261,247,1,13,0,228,33,521,260,0,3,167,13,41,4
41,VRANCEA,"INSPECTORATUL TERITORIAL DE MUNCĂ VRANCEA",36,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:41",1216,1203,0,13,0,579,566,0,13,0,559,20,1331,752,15,18,196,44,188,98
41,VRANCEA,"INTERNAT SCOLAR",230,NEREJU,176944,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:01:27",586,575,0,11,0,363,352,0,11,0,337,26,631,268,0,9,127,2,198,1
41,VRANCEA,"LICEUL DE AGRICULTURĂ ȘI INDUSTRIE ALIMENTARĂ",87,"ORAŞ ODOBEŞTI",175019,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:33",1576,1559,3,1,13,844,831,1,1,11,796,48,1744,900,6,26,164,53,502,45
41,VRANCEA,"LICEUL TEHNOLOGIC ”ALEXANDRU IOAN CUZA” PANCIU",93,"ORAŞ PANCIU",175055,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-19 16:36:49",1281,1271,0,10,0,643,633,0,10,0,614,27,1401,760,8,34,170,82,211,109
41,VRANCEA,"LICEUL TEHNOLOGIC ”EREMIA GRIGORESCU”",77,"ORAŞ MĂRĂŞEŞTI",174922,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:42:20",1573,1562,5,5,1,593,586,1,5,1,574,19,933,340,27,17,148,97,251,34
41,VRANCEA,"LICEUL TEHNOLOGIC ”EREMIA GRIGORESCU”",78,"ORAŞ MĂRĂŞEŞTI",174922,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:43:39",1390,1357,2,4,27,578,547,0,4,27,554,24,1524,946,29,22,123,107,222,51
41,VRANCEA,"LICEUL TEHNOLOGIC ”G.G.LONGINESCU”",18,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:39",1406,1397,0,9,0,629,620,0,9,0,584,45,1536,907,14,32,210,73,191,64
41,VRANCEA,"LICEUL TEHNOLOGIC ”G.G.LONGINESCU”",17,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:13",730,720,2,8,0,358,350,0,8,0,342,16,795,437,7,17,136,33,93,56
41,VRANCEA,"LICEUL TEORETIC ”DUILIU ZAMFIRESCU” ODOBEȘTI",86,"ORAŞ ODOBEŞTI",175019,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:11",1561,1523,1,33,4,803,766,0,33,4,754,49,1682,879,9,18,187,56,417,67
41,VRANCEA,"LICEUL TEORETIC ”GRIGORE GHEBA” DUMITREȘTI",155,DUMITREŞTI,175983,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:11:51",615,576,0,19,20,431,392,0,19,20,396,35,652,221,6,2,130,23,223,12
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",92,"ORAŞ PANCIU",175055,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:23:41",1058,1047,0,7,4,466,455,0,7,4,446,20,1162,696,7,38,134,38,134,95
41,VRANCEA,"LICEUL TEORETIC ”IOAN SLAVICI”",91,"ORAŞ PANCIU",175055,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:51:07",1327,1316,2,8,1,613,604,0,8,1,594,19,1445,832,6,41,207,61,175,104
41,VRANCEA,"MUZEUL SATULUI",294,SURAIA,177842,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:23:50",1536,1521,0,3,12,733,718,0,3,12,701,32,1678,945,8,20,391,22,168,92
41,VRANCEA,"OBŞTEA PRISACA",323,"VALEA SĂRII",178313,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:15",143,138,0,5,0,102,97,0,5,0,101,1,149,47,1,5,29,6,56,4
41,VRANCEA,"PRIMARIA COMUNEI SIHLEA",273,SIHLEA,177600,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:29",1890,1850,1,9,30,999,960,0,9,30,943,56,2077,1078,4,14,636,53,214,22
41,VRANCEA,PRIMARIE,143,CORBIŢA,175787,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:21",345,332,0,11,2,198,185,0,11,2,193,5,363,165,3,3,63,6,118,0
41,VRANCEA,PRIMARIE,306,TÂMBOEŞTI,178046,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:47",1205,1114,1,35,55,664,574,0,35,55,614,50,1283,619,1,5,529,21,52,6
41,VRANCEA,"SALA DE FESTIVITĂŢI MUNCEI",355,VRÂNCIOAIA,178750,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:04:23",531,506,0,2,23,312,287,0,2,23,295,17,581,269,0,6,49,19,214,7
41,VRANCEA,"SALA DE ȘEDINȚE MĂRĂȘTI",260,RĂCOASA,177405,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:13",382,371,0,6,5,197,186,0,6,5,177,20,414,217,0,3,37,43,78,16
41,VRANCEA,"SALA DE ŞEDINŢE ŞI WORKSHOP",354,VRÂNCIOAIA,178750,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:10:13",480,459,1,5,15,270,250,0,5,15,251,19,525,255,6,4,57,11,157,16
41,VRANCEA,"SALA DE SPORT",67,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:38:43",1171,1163,0,6,2,534,526,0,6,2,513,21,1286,752,25,28,165,59,208,28
41,VRANCEA,"SALA DE SPORT VIDRA",335,VIDRA,178377,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:13:23",1473,1448,5,13,7,742,721,1,13,7,702,40,1601,859,4,20,254,71,305,48
41,VRANCEA,"SALĂ FESTIVITĂŢI",321,"VALEA SĂRII",178313,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:14",605,577,0,8,20,396,368,0,8,20,382,14,656,260,4,12,157,26,166,17
41,VRANCEA,"SALA SPORTURILOR",35,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:25",1199,1190,2,7,0,492,485,0,7,0,479,13,1315,823,6,19,138,45,176,95
41,VRANCEA,"SC FREEDOM CAFE-BAR S.R.L.",59,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:51",1382,1361,1,7,13,580,560,0,7,13,557,23,1498,918,23,30,133,92,210,69
41,VRANCEA,SCOALA,110,BOGHEŞTI,175260,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:46:57",404,377,0,16,11,286,259,0,16,11,272,14,425,139,47,6,23,9,171,16
41,VRANCEA,"SCOALA BECIU",332,VÂRTEŞCOIU,178689,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:40",361,349,0,6,6,185,173,0,6,6,179,6,387,202,1,3,16,10,145,4
41,VRANCEA,"SCOALA BLIDARI",129,CÂRLIGELE,175732,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:45:05",456,430,0,4,22,285,259,0,4,22,268,14,498,216,2,7,31,22,188,18
41,VRANCEA,"SCOALA BOTARLAU",361,VULTURU,178821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:46",1212,1192,1,6,13,403,384,0,6,13,391,12,1332,929,3,26,88,56,177,41
41,VRANCEA,"SCOALA CALIENII-NOI",223,NĂNEŞTI,176855,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:29:40",268,251,0,6,11,151,134,0,6,11,142,9,286,135,1,0,63,27,47,4
41,VRANCEA,"ŞCOALA CODREŞTI",138,CIORĂŞTI,175590,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:29:26",161,154,0,7,0,93,86,0,7,0,87,6,169,76,1,1,74,3,7,1
41,VRANCEA,"SCOALA CU CLASELE I-IV",118,BORDEŞTI,175439,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-17 21:49:03",412,393,0,8,11,255,236,0,8,11,236,19,445,190,6,8,63,38,96,25
41,VRANCEA,"ŞCOALA CU CLASELE I-IV",226,NĂRUJA,176891,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 08:45:48",543,536,2,1,4,312,307,0,1,4,299,13,592,280,3,2,31,38,222,3
41,VRANCEA,"SCOALA CU CLASELE I-IV DEALU SARII",202,JITIA,176551,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:26",134,129,0,1,4,91,86,0,1,4,79,12,149,58,3,0,19,3,51,3
41,VRANCEA,"ŞCOALA CU CLASELE I-IV DOAGA",174,GAROAFA,176212,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:30",370,360,0,10,0,200,190,0,10,0,191,9,403,203,2,4,115,17,44,9
41,VRANCEA,"ŞCOALA CU CLASELE I-IV FUNDATURA",237,PĂULEŞTI,178910,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:19:51",433,427,0,2,4,266,260,0,2,4,252,14,476,210,4,5,119,5,95,24
41,VRANCEA,"SCOALA CU CLASELE I-IV JITIA",200,JITIA,176551,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:54",574,558,0,2,14,368,352,0,2,14,339,29,640,272,2,7,126,12,187,5
41,VRANCEA,"SCOALA CU CLASELE I-IV JITIA DE JOS NR.1",203,JITIA,176551,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:02",340,328,0,3,9,237,225,0,3,9,228,9,373,136,3,5,49,17,147,7
41,VRANCEA,"ȘCOALA CU CLASELE I-IV OLEȘEȘTI",316,ŢIFEŞTI,178180,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:35",706,697,0,8,1,396,387,0,8,1,375,21,771,375,4,14,220,26,63,48
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT MAHRIU, SCOALA COORDONATORARE POIANA CRISTEI",248,"POIANA CRISTEI",177263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:57",275,268,0,0,7,179,172,0,0,7,161,18,305,126,4,4,33,11,87,22
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PETREANU. SCOALA COORDONATOARE POIANA CRISTEI",249,"POIANA CRISTEI",177263,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:42",120,114,0,5,1,84,78,0,5,1,78,6,126,42,2,2,8,9,54,3
41,VRANCEA,"SCOALA CU CLASELE I-IV SAT PODU LACULUI, SCOALA COORDONATOARE POIANA CRISTEI",250,"POIANA CRISTEI",177263,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:25:51",493,478,1,3,11,340,326,0,3,11,304,36,538,198,8,12,42,10,123,109
41,VRANCEA,"SCOALA CU CLASELE I - IV VITANESTII DE SUB MAGURA",116,BOLOTEŞTI,175368,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:23:50",616,591,1,13,11,342,318,0,13,11,325,17,663,321,0,5,242,18,37,23
41,VRANCEA,"SCOALA CU CLASELE I-VIII",192,HOMOCEA,176445,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:26:53",1281,1264,0,4,13,491,474,0,4,13,468,23,1404,913,9,27,327,55,45,5
41,VRANCEA,"SCOALA CU CLASELE I-VIII SAT TIRITU, SCOALA COORDONATOARE POIANA CRISTEI",251,"POIANA CRISTEI",177263,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 10:45:31",219,211,0,3,5,127,119,0,3,5,112,15,237,110,1,1,16,15,68,11
41,VRANCEA,"SCOALA ” DIMITRIE GUSTI” NEREJU",228,NEREJU,176944,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:03:37",1388,1379,0,9,0,865,856,0,9,0,834,31,1521,656,2,14,274,33,506,5
41,VRANCEA,"SCOALA DIN LIVEZILE",349,VIZANTEA-LIVEZI,178545,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:01:04",572,546,0,3,23,317,291,0,3,23,306,10,625,309,1,3,221,9,67,5
41,VRANCEA,"SCOALA DIN MESTEACANU",350,VIZANTEA-LIVEZI,178545,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:12",291,284,0,7,0,135,128,0,7,0,129,6,312,177,0,0,112,4,11,2
41,VRANCEA,"SCOALA DIN VIZANTEA MANASTIREASCA",352,VIZANTEA-LIVEZI,178545,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:06",1358,1301,1,8,48,642,586,0,8,48,626,16,1487,845,1,6,573,11,30,5
41,VRANCEA,"SCOALA DIN VIZANTEA RAZASEASCA",353,VIZANTEA-LIVEZI,178545,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:19:44",567,543,0,4,20,288,264,0,4,20,280,8,618,330,3,1,249,2,24,1
41,VRANCEA,"ŞCOALA DOAGA",81,"ORAŞ MĂRĂŞEŞTI",174922,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:04",222,214,0,8,0,77,69,0,8,0,74,3,235,158,5,1,19,20,20,9
41,VRANCEA,"SCOALA GENERALA",339,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:41",354,339,1,8,6,207,193,0,8,6,190,17,381,174,0,4,47,42,91,6
41,VRANCEA,"SCOALA GENERALA",338,VIDRA,178377,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:29:56",700,689,0,8,3,323,312,0,8,3,299,24,758,435,6,13,82,29,143,26
41,VRANCEA,"SCOALA GENERALA",337,VIDRA,178377,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:20:48",725,716,0,3,6,353,344,0,3,6,317,36,794,441,4,16,62,56,155,24
41,VRANCEA,"SCOALA GENERALA",342,VIDRA,178377,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:38",554,545,0,9,0,286,277,0,9,0,270,16,601,315,1,6,71,8,179,5
41,VRANCEA,"SCOALA GENERALA",336,VIDRA,178377,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:00:08",644,634,1,5,4,319,309,1,5,4,302,17,709,390,3,28,50,28,159,34
41,VRANCEA,"SCOALA GENERALA",343,VIDRA,178377,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:53:35",272,265,0,7,0,142,135,0,7,0,127,15,297,155,1,0,54,16,44,12
41,VRANCEA,"SCOALA GENERALA",340,VIDRA,178377,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:42:40",455,446,0,8,1,210,201,0,8,1,198,12,494,284,2,6,73,37,59,21
41,VRANCEA,"SCOALA GENERALA",272,RUGINEŞTI,177557,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 21:02:16",250,240,0,5,5,134,124,0,5,5,127,7,269,135,4,4,8,5,99,7
41,VRANCEA,"SCOALA GENERALA",271,RUGINEŞTI,177557,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:25",554,538,0,4,12,293,277,0,4,12,271,22,607,314,10,7,78,17,156,3
41,VRANCEA,"SCOALĂ GENERALA ADJUDU VECHI",72,"MUNICIPIUL ADJUD",174860,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:56:34",1396,1390,0,5,1,621,615,0,5,1,596,25,1535,914,58,23,151,62,288,14
41,VRANCEA,"SCOALA GENERALA NR.1, CORP A",244,PLOSCUŢENI,178894,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:48:39",990,955,0,0,35,460,428,0,0,32,441,19,1086,626,5,9,148,12,222,45
41,VRANCEA,"SCOALA GENERALA NR.1, CORP B",245,PLOSCUŢENI,178894,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:29:04",1127,1088,0,3,36,609,571,0,3,35,587,22,1233,624,2,20,210,18,284,53
41,VRANCEA,"SCOALA GENERALA PODURI",322,"VALEA SĂRII",178313,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:47",233,208,0,14,11,158,133,0,14,11,156,2,240,82,0,5,47,20,81,3
41,VRANCEA,"SCOALA GENERALA POIENILE",189,"GURA CALIŢEI",176338,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:28",282,265,0,10,7,181,165,0,10,6,156,25,300,119,2,5,70,17,46,16
41,VRANCEA,"SCOALA GENERALA REPEDEA",292,STRĂOANE,177799,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:48",305,298,0,7,0,145,138,0,7,0,136,9,330,185,3,2,43,10,75,3
41,VRANCEA,"SCOALA GENERALA SATU-NOU",207,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:25:27",205,185,0,13,7,117,97,0,13,7,112,5,212,95,1,2,78,4,22,5
41,VRANCEA,"SCOALA GENERALA TATARU",209,MĂICĂNEŞTI,176613,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:05",646,599,0,22,25,415,368,0,22,25,391,24,694,279,0,4,309,16,40,22
41,VRANCEA,"ȘCOALA GENERALĂ TICHIRIȘ - ȘCOALA NOUĂ",341,VIDRA,178377,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:14:28",597,586,0,5,6,344,333,0,5,6,317,27,651,307,4,7,82,67,132,25
41,VRANCEA,"SCOALA GENERALA VULTURU",359,VULTURU,178821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:37",1254,1248,0,0,6,420,414,0,0,6,405,15,1384,964,1,14,84,53,214,39
41,VRANCEA,"SCOALA GENERALA VULTURU",358,VULTURU,178821,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:21",1260,1246,2,4,8,454,442,0,4,8,423,31,1387,933,9,9,80,44,239,42
41,VRANCEA,"SCOALA GENERAL[ SIMION MEHEDINTI",285,SOVEJA,177762,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:25:10",1003,963,1,15,24,622,582,1,15,24,576,46,1072,450,6,7,367,33,127,36
41,VRANCEA,"ȘCOALA GIMANZIALĂ „OANA-DIANA RENEA” FOCȘANI",32,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:43",653,648,1,4,0,263,259,0,4,0,259,4,724,461,4,8,75,28,107,37
41,VRANCEA,"ȘCOALA GIMANZIALĂ „OANA-DIANA RENEA” FOCȘANI",31,"MUNICIPIUL FOCŞANI",174744,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:13:10",1142,1128,3,10,1,515,504,0,10,1,504,11,1271,756,18,20,163,53,184,66
41,VRANCEA,"ŞCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",13,"MUNICIPIUL FOCŞANI",174744,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:23",1160,1153,1,6,0,486,480,0,6,0,477,9,1278,792,6,29,140,53,199,50
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",10,"MUNICIPIUL FOCŞANI",174744,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:43:40",1592,1585,1,6,0,654,648,0,6,0,631,23,1755,1101,12,20,216,85,198,100
41,VRANCEA,"ȘCOALA GIMNAZIALĂ „ADRIAN PĂUNESCU” FOCȘANI",11,"MUNICIPIUL FOCŞANI",174744,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:35:30",1619,1612,3,4,0,652,648,0,4,0,631,21,1780,1128,13,48,206,62,212,90
