precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3, FURCULEȘTI",78,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:49:35",1294,1264,1,20,9,807,778,0,20,9,770,37,1400,593,313,302,80,41,34
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 SILIȘTEA MICĂ (FOST LOCAL AL ȘCOLII CU CLASELE I-IV SILIȘTEA MICĂ)",284,SILIŞTEA,154228,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:29",259,250,0,4,5,179,170,0,4,5,163,3,270,102,40,90,12,11,10
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 VALEA PĂRULUI",207,MÂRZĂNEŞTI,153339,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:13",679,601,0,46,32,585,507,0,46,32,438,24,650,143,179,204,24,8,23
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4, FOTĂCHEȘTI",77,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:58:29",901,892,0,8,1,522,513,0,8,1,483,39,980,458,201,181,57,19,25
36,TELEORMAN,"GRĂDINITA CU PROGRAM NORMAL NR.5",48,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:11",1332,1325,1,4,2,492,486,0,4,2,468,24,1460,968,36,226,62,130,14
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR.5",49,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:10",1030,1018,0,7,5,459,447,0,7,5,433,26,1120,661,44,210,59,110,10
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 5, CARTOJANCA",79,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:34:43",651,639,0,10,2,467,455,0,10,2,420,47,702,235,122,176,66,22,34
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 6",55,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:49",964,957,0,4,3,372,365,0,4,3,362,10,1050,678,31,164,47,111,9
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6, PARISEȘTI",81,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:30:55",464,458,0,5,1,338,332,0,5,1,312,24,500,164,129,99,40,15,29
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 7, COȘOAIA",82,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:43",275,258,0,14,3,176,159,0,14,3,159,17,285,109,59,47,23,27,3
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NUMĂRUL 1 LUNCA",195,LUNCA,153151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:56",574,540,0,11,23,398,364,0,11,23,378,20,590,192,16,230,116,10,6
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",233,PERETU,153543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:03",998,998,0,0,0,574,574,0,0,0,542,32,1100,526,195,284,34,19,10
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL PERETU",232,PERETU,153543,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:30:52",1308,1302,0,5,1,785,779,0,5,1,719,66,1430,645,220,405,50,11,33
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL PIATRA",235,PIATRA,153561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:18",702,639,0,56,7,546,483,0,56,7,511,25,750,214,141,273,67,8,22
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL SUHAIA",296,SUHAIA,154460,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:29",943,853,1,58,31,712,622,1,58,31,682,30,940,228,470,163,29,9,11
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL VOIEVODA",179,FURCULEŞTI,152948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:34",506,466,0,27,13,318,292,0,13,13,303,7,510,200,100,175,17,4,7
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",62,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:58",836,829,0,5,2,255,248,0,5,2,244,11,910,655,41,166,19,10,8
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1",39,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:12",987,981,0,3,3,987,981,0,3,3,382,14,1080,673,45,178,45,100,14
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1",63,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:25",1170,1162,2,6,0,327,321,0,6,0,302,25,1280,953,56,186,35,13,12
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",31,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:23",1179,1169,1,9,0,421,412,0,9,0,402,19,1340,919,83,220,51,27,21
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.4",32,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:09:27",1390,1375,2,13,0,504,491,0,13,0,483,20,1527,1022,104,272,58,21,28
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.5",70,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:57",973,961,1,11,0,385,374,0,11,0,365,20,1050,665,86,200,31,25,23
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",88,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:32",1215,1187,2,11,15,573,547,0,11,15,550,23,1310,737,145,296,59,29,21
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5, NIVEL ȘCOLARIZARE PRE PP",89,"ORAŞ ZIMNICEA",151978,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:37",1090,1064,0,6,20,522,496,0,6,20,506,16,1170,648,90,322,57,23,14
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7",59,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:09",1629,1623,0,5,1,620,614,0,5,1,597,22,1800,1178,98,352,62,47,38
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.7",14,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:55",973,965,0,7,1,465,457,0,7,1,451,14,1120,655,130,236,36,40,9
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.7",15,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:39:48",994,985,0,8,1,449,440,0,8,1,433,16,1100,651,115,219,44,41,14
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.8",34,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:52",1201,1190,0,11,0,241,230,0,11,0,212,29,1310,1069,46,139,19,2,6
36,TELEORMAN,"GRĂDINIŢA DE COPII",271,SCRIOAŞTEA,154013,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:41",594,567,0,10,17,391,364,0,10,17,384,7,620,229,18,343,14,1,8
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR. 1 BECIU",96,BECIU,155083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:02",737,691,1,26,19,560,514,1,26,19,532,28,770,209,95,404,12,8,13
36,TELEORMAN,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL NR.1 CĂLMĂȚUIU DE SUS",132,"CĂLMĂŢUIU DE SUS",152467,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:12",630,590,0,11,29,448,409,0,10,29,420,28,650,200,207,190,12,6,5
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.1 SEGARCEA-VALE",278,SEGARCEA-VALE,154184,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:18",746,726,0,9,11,481,461,0,9,11,451,30,800,319,181,234,19,5,12
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.2 SMÂRDAN",97,BECIU,155083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:57",450,427,0,16,7,347,324,0,16,7,333,14,480,133,59,252,13,3,6
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.2 ULMENI",105,BOGDANA,152127,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:35",519,486,0,9,24,405,372,0,9,24,381,1,540,158,208,131,23,5,14
36,TELEORMAN,"GRĂDINIȚA DE COPII CU PROGRAM NORMAL NR. 3 IONAȘCU",134,"CĂLMĂŢUIU DE SUS",152467,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:20",290,264,0,8,18,221,195,0,8,18,200,21,290,69,118,69,3,4,6
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.3 OLTEANCA",279,SEGARCEA-VALE,154184,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:03",680,655,0,25,0,471,446,0,25,0,443,28,720,249,280,129,23,6,5
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL SERICU COMUNA BLEJEŞTI",103,BLEJEŞTI,152083,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:46",318,305,0,11,2,216,203,0,11,2,212,4,340,124,12,164,27,2,7
36,TELEORMAN,"GRĂDINIŢA DE COPII IZVOARELE",188,IZVOARELE,153106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:36",1062,1029,0,5,28,664,631,0,5,28,640,24,1130,466,95,458,46,15,26
36,TELEORMAN,"GRĂDINIŢA DE COPII IZVOARELE",189,IZVOARELE,153106,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:29",866,845,0,7,14,525,504,0,7,14,508,17,930,405,113,332,35,13,15
36,TELEORMAN,"GRĂDINIŢA NEGRENII DE SUS",302,"TĂTĂRĂŞTII DE JOS",154585,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:44",612,597,0,15,0,347,332,0,15,0,280,52,660,328,44,191,7,22,16
36,TELEORMAN,"GRĂDINIŢA PLEAŞOV",261,SAELELE,155145,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:35",645,606,0,9,30,400,361,0,9,30,380,20,670,270,25,328,14,7,6
36,TELEORMAN,"GRĂDINIŢA VÂNĂTORI",191,LISA,153124,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:18",521,476,1,8,36,358,313,1,8,36,350,8,520,162,269,73,1,4,3
36,TELEORMAN,"GRᾸDINIṬA CU PROGRAM NORMAL NR.2",310,TRIVALEA-MOŞTENI,154754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:21:41",832,701,0,74,57,580,452,0,74,54,543,37,770,190,268,120,123,18,14
36,TELEORMAN,"GRᾸDINIṬA TRIVALEA-SAT (FOSTA)",308,TRIVALEA-MOŞTENI,154754,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:08:37",807,706,0,55,46,584,483,0,55,46,548,36,770,186,119,278,135,6,10
36,TELEORMAN,"LICEUL PEDAGOGIC ”MIRCEA SCARLAT”",12,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:34",1169,1142,1,18,8,556,529,1,18,8,537,19,1250,694,156,286,42,38,15
36,TELEORMAN,"LICEUL TEHNOLOGIC DRĂGĂNEŞTI VLAŞCA",167,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:35",1759,1563,0,104,92,997,806,0,104,87,993,4,1760,763,10,949,23,7,4
36,TELEORMAN,"LICEUL TEHNOLOGIC ”EMIL RACOVIŢĂ”",50,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:07:51",1262,1235,2,7,18,492,467,0,7,18,464,28,1360,868,64,210,58,125,7
36,TELEORMAN,"LICEUL TEHNOLOGIC ”GENERAL DAVID PRAPORGESCU”",60,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:19",1254,1252,0,2,0,492,490,0,2,0,480,12,1420,928,94,269,54,34,29
36,TELEORMAN,"LICEUL TEHNOLOGIC ”GENERAL DAVID PRAPORGESCU”",61,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:31",929,925,0,4,0,333,329,0,4,0,314,19,1070,737,53,178,43,24,16
36,TELEORMAN,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",6,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:19",1383,1369,2,10,2,679,667,0,10,2,649,30,1510,831,154,389,41,38,27
36,TELEORMAN,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",7,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:47:00",1035,1022,0,13,0,455,442,0,13,0,451,4,1130,675,149,216,33,43,10
36,TELEORMAN,"LICEUL TEHNOLOGIC ”SF. HARALAMBIE”",68,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:46",1499,1489,0,8,2,621,611,0,8,2,578,26,1640,1036,144,299,46,58,31
36,TELEORMAN,"LICEUL TEHNOLOGIC ”VIRGIL MADGEARU”",54,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:26",1096,1085,2,7,2,433,424,0,7,2,409,21,1200,770,35,198,55,110,11
36,TELEORMAN,"LICEUL TEORETIC",75,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:26",1379,1356,4,18,1,824,805,0,18,1,789,33,1490,668,291,313,85,68,32
36,TELEORMAN,"LICEUL TEORETIC ”C. NOICA”",10,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:34",1243,1239,0,4,0,538,534,0,4,0,514,24,1370,832,145,250,44,56,19
36,TELEORMAN,"LICEUL TEORETIC ”C. NOICA”",11,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:33",966,954,3,7,2,459,450,0,7,2,443,10,1050,597,128,215,34,55,11
36,TELEORMAN,"LICEUL TEORETIC ”MARIN PREDA”",69,"MUNICIPIUL TURNU MĂGURELE",151683,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:49",1096,1082,1,3,10,448,434,1,3,10,425,23,1220,772,85,261,34,28,17
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL DIN SATUL BĂNEASA",263,SALCIA,153936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:15",714,624,0,52,38,482,392,0,52,38,468,14,690,208,46,335,73,11,3
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL DIN SATUL TUDOR VLADIMIRESCU",264,SALCIA,153936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:41",547,502,0,13,32,366,321,0,13,32,354,12,590,224,32,261,51,7,3
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL SALCIA",262,SALCIA,153936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:41",723,688,0,10,25,386,351,0,10,25,370,16,760,374,84,192,62,18,14
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL SFINŢEŞTI",281,SFINŢEŞTI,154166,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:22:10",921,814,0,54,53,668,561,0,54,53,638,30,890,222,178,423,8,21,8
36,TELEORMAN,"LOCALUL CĂMINULUI CULTURAL UDA CLOCOCIOV",318,UDA-CLOCOCIOV,155154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:34:59",631,538,0,47,46,424,331,0,47,46,405,19,595,171,87,299,10,3,6
36,TELEORMAN,"LOCALUL GRĂDINIŢEI CLĂNIŢA",173,FRĂSINET,155127,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:23",514,489,0,12,13,385,360,0,12,13,369,16,550,165,90,239,33,7,0
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV ALBENI",274,"SCURTU MARE",154068,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:23",151,124,0,7,20,97,70,0,7,20,90,7,130,33,28,40,16,6,0
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV DRACESTI",275,"SCURTU MARE",154068,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:20:37",305,244,0,42,19,242,181,0,42,19,228,14,280,38,83,92,47,5,1
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-IV NECŞEŞTI",216,NECŞEŞTI,153437,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:37",415,381,0,19,15,268,234,0,19,15,265,3,440,172,9,244,6,2,4
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-VIII GÂRDEŞTI",217,NECŞEŞTI,153437,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:13",351,327,0,7,17,215,191,0,7,17,204,11,377,11,2,184,8,0,10
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-VIII SEGARCEA DEAL",280,SEGARCEA-VALE,154184,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:20:17",880,827,1,7,45,556,507,1,7,41,525,9,908,374,237,237,28,10,13
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I – VIII UDA PACIUREA",319,UDA-CLOCOCIOV,155154,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:35",604,531,0,32,41,377,304,0,32,41,348,29,585,208,78,236,18,7,9
36,TELEORMAN,"LOCALUL ŞCOLII GENERALE CU CLASELE I – VIII SCURTU MARE",273,"SCURTU MARE",154068,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:37",906,755,1,82,68,754,604,0,82,68,685,29,830,116,40,333,266,21,25
36,TELEORMAN,"LOCALUL ŞCOLII GIMNAZIALE FRĂSINET",172,FRĂSINET,155127,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:07",1384,1333,1,15,35,1017,966,1,15,35,1007,10,1510,493,292,628,48,9,30
36,TELEORMAN,"LOCALUL ŞCOLII GIMNAZIALE SÂRBENII DE JOS",267,SÂRBENI,154308,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:29",251,186,0,61,4,198,133,0,61,4,191,4,240,4,19,132,10,21,9
36,TELEORMAN,"MUZEUL DE ISTORIE",43,"MUNICIPIUL ROŞIORI DE VEDE",151870,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:27",989,980,0,7,2,415,406,0,7,2,402,13,1080,665,47,190,110,38,17
36,TELEORMAN,"PRIMĂRIA LISA",190,LISA,153124,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:11",1279,1184,0,14,81,771,676,0,14,81,758,13,1300,529,620,119,10,2,7
36,TELEORMAN,"PRIMĂRIA VECHE",112,BRAGADIRU,152234,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:23",1022,956,0,4,62,603,537,0,4,62,577,26,1050,447,26,462,67,12,10
36,TELEORMAN,"PROPRIETATE PRIVATĂ (PERSOANĂ FIZICĂ)",213,NANOV,151816,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:31",1398,1346,0,43,9,953,901,0,43,9,925,28,1480,527,481,393,26,7,18
36,TELEORMAN,"SALA DE PROTOCOL PRIMĂRIA COMUNEI PIATRA",236,PIATRA,153561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:27:10",821,767,1,36,17,543,490,0,36,17,504,32,840,304,85,324,67,9,19
36,TELEORMAN,"SALA POLIVALENTĂ",16,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:12:12",1364,1349,4,9,2,582,571,0,9,2,559,23,1530,925,139,315,51,31,23
36,TELEORMAN,"SALA POLIVALENTĂ",17,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:38:19",1118,1096,4,15,3,507,489,0,15,3,489,18,1210,703,99,283,56,36,15
36,TELEORMAN,"ȘCOALA AJUTĂTOARE ALEXANDRIA",1,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:58:53",1459,1442,4,8,5,675,662,0,8,5,656,19,1600,925,214,327,41,51,23
36,TELEORMAN,"ŞCOALA BALDOVINEŞTI",139,CIOLĂNEŞTI,152528,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:36",360,342,0,7,11,242,224,0,7,11,211,13,370,146,90,90,18,7,6
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV",315,ŢIGĂNEŞTI,154834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:29",794,776,0,1,17,794,776,0,1,17,759,23,1485,703,54,687,0,6,12
36,TELEORMAN,"ȘCOALA CU CLASELE I - IV ALBEȘTI",324,VEDEA,154852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:20",483,465,0,0,18,327,309,0,0,18,311,16,535,208,10,291,4,3,3
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV COMOARA",169,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:29",286,232,0,34,20,242,188,0,34,20,240,2,310,68,5,234,1,0,0
36,TELEORMAN,"ȘCOALA CU CLASELE I -IV COȘOTENI",325,VEDEA,154852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:49",420,410,0,3,7,251,241,0,3,7,241,2,465,222,14,199,20,2,6
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV DRĂCŞENEI",162,DRĂCŞENEI,152797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:50",527,478,0,9,40,371,322,0,9,40,349,22,570,199,49,280,11,7,2
36,TELEORMAN,"ȘCOALA CU CLASELE I-IV ”MĂGURA”",286,SILIŞTEA-GUMEŞTI,154282,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:56",737,690,0,14,33,493,446,0,14,33,466,27,800,306,111,160,157,32,6
36,TELEORMAN,"ŞCOALA CU CLASELE I – IV MERI",327,VEDEA,154852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:51",372,367,0,0,5,250,245,0,0,5,243,7,405,155,9,215,6,5,8
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV ODOBEASCA",164,DRĂCŞENEI,152797,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:39",414,389,0,3,22,288,263,0,3,22,263,25,450,162,87,145,17,10,4
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV PRUNARU",118,BUJORENI,152270,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:50:13",342,321,1,16,4,150,130,0,16,4,145,5,350,200,22,109,6,5,3
36,TELEORMAN,"ŞCOALA CU CLASELE I-IV TUNARI",110,BOTOROAGA,152172,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:49",157,135,0,17,5,135,113,0,17,5,118,5,150,27,61,55,1,0,1
36,TELEORMAN,"ȘCOALA CU CLASELE I - IV VĂCENI",170,DRĂGĂNEŞTI-VLAŞCA,152902,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:15:08",182,164,0,9,9,110,92,0,9,9,107,3,190,80,6,90,9,2,0
36,TELEORMAN,"SCOALA CU CLASELE I-VIII ” BADEA NEGREANU ”",298,ŞTOROBĂNEASA,154497,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:49",1031,969,0,25,37,712,687,0,25,0,672,40,1110,398,41,326,270,13,22
36,TELEORMAN,"ŞCOALA CU CLASELE I – VIII DULCEANCA",326,VEDEA,154852,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:31",429,420,0,2,7,269,260,0,2,7,268,1,470,201,19,232,3,3,11
36,TELEORMAN,"ŞCOALA CU CLASELE I - VIII SPĂTĂREI",178,FURCULEŞTI,152948,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:43:32",772,716,0,31,25,560,504,0,31,25,522,36,820,262,291,183,26,10,12
36,TELEORMAN,"ȘCOALA DE ȘOFERI AMATORI",33,"MUNICIPIUL ALEXANDRIA",151790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:06:21",1418,1403,0,11,4,567,552,0,11,4,521,33,1550,996,96,342,41,14,28
36,TELEORMAN,"ȘCOALA GENARALĂ NR. 2",312,TROIANUL,154790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:31",783,713,0,35,35,527,466,0,35,26,457,70,825,298,56,254,37,78,32
36,TELEORMAN,"ȘCOALA GENERALĂ",314,TROIANUL,154790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:10",162,143,0,13,6,109,90,0,13,6,96,13,159,50,5,76,6,7,2
36,TELEORMAN,"ŞCOALA GENERALĂ MOLDOVENI",187,ISLAZ,151736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:18",698,681,0,7,10,422,405,0,7,10,407,15,750,328,136,224,14,22,11
