precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL ROVINIŢA MARE",378,DENTA,156669,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:05",332,316,0,8,8,247,231,0,8,8,234,13,498,251,21,172,19,0,5,1,0,9,2,4,1
37,TIMIŞ,"CĂMINUL CULTURAL SĂCĂLAZ",547,SĂCĂLAZ,158564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:06:34",1732,1607,5,117,3,936,814,2,117,3,893,43,1700,764,11,363,237,10,33,16,13,185,6,16,3
37,TIMIŞ,"CĂMINUL CULTURAL SĂCENI",596,"TRAIAN VUIA",159071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:51",128,117,2,8,1,128,117,2,8,1,120,8,300,172,5,32,67,0,3,4,0,8,0,1,0
37,TIMIŞ,"CĂMINUL CULTURAL ȘAG",566,ŞAG,158779,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:47",1406,1345,10,39,12,802,768,10,12,12,755,34,1500,711,44,416,56,8,27,21,26,125,10,2,20
37,TIMIŞ,"CĂMINUL CULTURAL ȘAG",567,ŞAG,158779,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:16:03",1578,1475,11,22,70,1027,932,3,22,70,982,45,1600,568,78,567,85,12,32,21,15,135,6,8,23
37,TIMIŞ,"CĂMINUL CULTURAL SĂLBĂGEL",406,GAVOJDIA,157031,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:21:14",233,226,0,7,0,150,143,0,7,0,138,12,300,150,2,102,17,0,11,2,0,3,0,1,0
37,TIMIŞ,"CĂMINUL CULTURAL SÂNANDREI",551,SÂNANDREI,158653,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:10:21",1551,1535,3,12,1,866,853,0,12,1,842,24,1600,734,21,288,144,3,47,29,23,262,10,11,4
37,TIMIŞ,"CĂMINUL CULTURAL SÂNMARTINU MAGHIAR",603,UIVAR,159142,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:23:30",239,234,0,5,0,129,124,0,5,0,121,8,300,171,21,64,19,1,8,0,1,6,0,1,0
37,TIMIŞ,"CĂMINUL CULTURAL SATUL IOSIF",457,LIEBLING,157497,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:53",328,325,0,2,1,174,172,0,2,0,167,7,400,226,15,50,46,1,6,3,0,25,1,4,16
37,TIMIŞ,"CĂMINUL CULTURAL SECEANI",501,ORŢIŞOARA,158010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:09",503,493,2,8,0,286,278,0,8,0,269,17,500,214,8,131,32,2,16,20,1,54,0,4,1
37,TIMIŞ,"CĂMINUL CULTURAL SINTEŞTI",466,MARGINA,157585,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:56",418,411,0,7,0,264,257,0,7,0,251,13,500,236,0,155,62,4,7,5,2,14,0,2,0
37,TIMIŞ,"CĂMINUL CULTURAL ŞIPET",594,TORMAC,159035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:03",772,743,0,12,17,406,377,0,12,17,372,34,800,394,24,202,28,3,83,1,1,21,5,3,1
37,TIMIŞ,"CĂMINUL CULTURAL ŞTIUCA",572,ŞTIUCA,158804,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:25",980,965,1,8,6,612,597,1,8,6,563,49,1000,388,14,263,192,0,33,5,1,52,0,3,0
37,TIMIŞ,"CĂMINUL CULTURAL SURDUCU MIC",597,"TRAIAN VUIA",159071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:29",263,259,0,4,0,134,130,0,4,0,127,7,300,166,3,56,36,2,16,6,0,4,1,3,0
37,TIMIŞ,"CĂMINUL CULTURAL SUSANI",598,"TRAIAN VUIA",159071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:53",324,303,0,16,5,192,171,0,16,5,182,10,402,210,1,77,23,5,8,56,0,10,1,1,0
37,TIMIŞ,"CĂMINUL CULTURAL ŞUŞTRA",591,"TOPOLOVĂŢU MARE",158966,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:49",346,338,2,4,2,170,164,0,4,2,154,16,400,230,3,63,18,1,19,4,3,34,5,2,2
37,TIMIŞ,"CĂMINUL CULTURAL TEMEREŞTI",267,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:38",416,402,5,6,3,235,226,0,6,3,230,5,500,265,3,163,25,0,14,6,1,13,1,1,3
37,TIMIŞ,"CĂMINUL CULTURAL TEŞ",343,BRESTOVĂŢ,156151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:50",222,191,0,25,6,183,152,0,25,6,177,6,300,117,5,76,21,6,6,40,0,21,1,1,0
37,TIMIŞ,"CĂMINUL CULTURAL ŢIPARI",365,COŞTEIU,156473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:43",733,712,1,14,6,437,416,1,14,6,410,27,800,363,194,120,34,3,17,3,1,32,3,1,2
37,TIMIŞ,"CĂMINUL CULTURAL TOMEŞTI",580,TOMEŞTI,158895,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:16:04",266,260,0,3,3,204,198,0,3,3,197,7,300,96,3,92,69,1,4,4,0,21,2,1,0
37,TIMIŞ,"CĂMINUL CULTURAL TORMAC",592,TORMAC,159035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:00:20",1437,1402,2,14,19,822,788,1,14,19,744,77,1400,579,304,274,30,4,75,7,3,38,4,3,2
37,TIMIŞ,"CĂMINUL CULTURAL TRAIAN VUIA",599,"TRAIAN VUIA",159071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:16",356,346,0,4,6,215,205,0,4,6,204,11,400,185,2,85,42,4,22,11,1,29,4,2,2
37,TIMIŞ,"CĂMINUL CULTURAL UIVAR",600,UIVAR,159142,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:17",1195,1183,2,5,5,507,497,0,5,5,499,8,1200,693,20,317,102,2,20,3,5,24,1,5,0
37,TIMIŞ,"CĂMINUL CULTURAL VALEA LUNGĂ ROMÂNĂ",366,COŞTEIU,156473,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:20",134,122,0,8,4,81,69,0,8,4,77,4,200,119,1,57,3,0,12,0,0,4,0,0,0
37,TIMIŞ,"CĂMINUL CULTURAL VARIAŞ",604,VARIAŞ,159213,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:02:38",1803,1778,5,13,7,891,871,0,13,7,851,20,2000,1109,60,472,155,6,65,8,14,52,9,7,3
37,TIMIŞ,"CĂMINUL CULTURAL V.V DELAMARINA",609,"VICTOR VLAD DELAMARINA",159259,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:24",386,370,0,10,6,273,257,0,10,6,261,12,400,127,10,166,27,4,5,10,2,26,3,5,3
37,TIMIŞ,"CĂMINUL CULTURAL ZGRIBEŞTI",575,ŞTIUCA,158804,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:49",182,171,0,4,7,119,108,0,4,7,111,8,201,82,0,63,30,0,5,0,1,8,3,1,0
37,TIMIŞ,"CASA DE CULTURĂ",281,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:02:40",1265,1248,1,14,2,465,449,0,14,2,440,25,1400,935,59,173,75,31,27,6,4,55,2,4,4
37,TIMIŞ,"CASA DE CULTURĂ",512,PERIAM,158109,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:42",1074,1041,0,7,26,359,326,0,7,26,334,25,1100,741,7,191,40,0,46,7,4,33,5,1,0
37,TIMIŞ,"CASA DE CULTURĂ",418,GIARMATA,157246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:31:27",1714,1696,5,11,2,919,905,1,11,2,854,46,1800,900,17,388,155,13,56,22,15,163,7,6,12
37,TIMIŞ,"CASA DE CULTURĂ",280,"ORAŞ JIMBOLIA",155494,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:25:34",1567,1542,9,5,11,586,570,0,5,11,553,33,1700,1114,56,230,99,24,26,8,7,85,6,9,3
37,TIMIŞ,"CASA DE CULTURĂ BUZAD",336,BOGDA,156035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:40:41",172,153,0,8,11,129,110,0,8,11,126,3,299,170,0,96,13,0,4,1,2,8,1,0,1
37,TIMIŞ,"CASA DE CULTURĂ COLONIA FABRICII",582,TOMEŞTI,158895,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:14",625,609,0,8,8,357,341,0,8,8,314,43,700,343,8,202,50,3,4,32,2,11,1,1,0
37,TIMIŞ,"CASA DE CULTURĂ GĂTAIA",268,"ORAŞ GĂTAIA",157086,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:07",1358,1338,5,10,5,611,596,0,10,5,589,22,1600,989,119,304,65,2,31,14,1,41,3,9,0
37,TIMIŞ,"CASA DE CULTURĂ LOVRIN",460,LOVRIN,157530,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:50:39",1584,1576,0,0,8,630,623,0,0,7,599,31,1700,1070,10,408,71,3,29,11,5,46,6,7,3
37,TIMIŞ,"CASA NAŢIONALĂ BLAJOVA",491,NIŢCHIDORF,157923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:12:41",105,83,0,11,11,83,61,0,11,11,80,3,200,117,0,68,3,0,0,1,1,4,0,3,0
37,TIMIŞ,"CASA NATIONALA DE CULTURA MORAVIŢA",473,MORAVIŢA,157781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:07",1018,996,1,8,13,506,484,1,8,13,469,37,1100,594,9,297,47,2,21,23,3,64,0,1,2
37,TIMIŞ,"CASA NAŢIONALĂ DEJAN",474,MORAVIŢA,157781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:14",224,214,0,8,2,152,142,0,8,2,147,5,300,148,3,109,15,1,2,2,0,13,0,1,1
37,TIMIŞ,"CASA NATIONALA EFTA BOTOCA",449,JEBEL,157424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:25",1515,1493,3,10,9,821,802,0,10,9,769,52,1700,879,20,464,88,0,42,11,8,112,8,11,5
37,TIMIŞ,"CASA NAȚIONALĂ GAIU MIC",475,MORAVIŢA,157781,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:47",145,134,0,9,2,86,75,0,9,2,77,9,200,114,0,57,9,0,1,2,0,7,0,1,0
37,TIMIŞ,"CASA NATIONALĂ ”NICOLAE URSU” ŞANOVIŢA",415,GHIZELA,157193,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:48",414,356,1,36,21,353,295,1,36,21,331,22,398,45,3,225,22,3,9,6,1,61,1,0,0
37,TIMIŞ,"CASA NAȚIONALĂ PĂDURENI",505,PĂDURENI,159446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:01",1926,1772,6,75,73,1305,1157,0,75,73,1238,67,1900,595,39,865,122,3,68,20,9,97,7,6,2
37,TIMIŞ,"CENTRUL CULTURAL AL ORAȘULUI DETA",254,"ORAŞ DETA",155458,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:13",1113,1100,2,9,2,372,361,0,9,2,356,16,1200,828,24,179,66,3,9,13,3,50,2,2,5
37,TIMIŞ,"CENTRUL DE SOCIALIZARE ȘI PETRECERE A TIMPULUI LIBER - CLUBUL PENSIONARILOR",61,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:40",1295,1282,4,9,0,447,438,0,9,0,436,11,1300,853,27,113,40,6,39,5,4,191,4,3,4
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”CONSTANTIN PUFAN”",156,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:47",1171,1131,26,13,1,523,508,1,13,1,512,11,1200,677,25,195,36,4,14,7,13,205,4,7,2
37,TIMIŞ,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",189,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:10",1010,987,2,20,1,407,386,0,20,1,375,16,1100,709,11,115,42,6,16,9,15,148,3,7,3
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",188,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:04",1122,1104,7,11,0,355,343,1,11,0,349,4,1200,847,21,98,32,2,26,6,11,145,4,1,3
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",187,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:42",1084,1072,2,8,2,330,318,2,8,2,323,7,1100,770,17,98,46,3,13,6,15,117,4,1,3
37,TIMIŞ,"CENTRUL ȘCOLAR PENTRU EDUCAȚIE INCLUZIVĂ ”PAUL POPESCU NEVEANU”",186,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:36",1125,1113,5,7,0,399,392,0,7,0,394,5,1200,801,12,91,48,7,15,10,25,175,3,5,3
37,TIMIŞ,"CINEMATOGRAFUL ”BELA LUGOSI”",232,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:59",1010,996,6,8,0,381,372,1,8,0,370,11,1100,719,29,152,53,4,26,12,7,66,5,12,4
37,TIMIŞ,"CLĂDIREA COMUNEI BARA ( FOSTA SCOALĂ DOBRESTI)",307,BARA,155662,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:24:56",84,36,0,47,1,78,30,0,47,1,67,11,200,122,0,20,11,1,5,6,0,22,2,0,0
37,TIMIŞ,"CLĂDIREA COMUNEI BRESTOVĂŢ (FOSTA ŞCOALĂ GENERALĂ COŞARII)",342,BRESTOVĂŢ,156151,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:00",142,124,0,16,2,113,95,0,16,2,99,14,200,87,4,66,5,0,0,11,0,12,1,0,0
37,TIMIŞ,"CLĂDIREA COMUNEI GOTTLOB (SALA DE ŞEDINŢE)",440,GOTTLOB,159419,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:15:55",1823,1782,4,8,29,930,892,1,8,29,819,111,2000,1070,13,544,103,5,46,19,5,54,4,21,5
37,TIMIŞ,"CLADIREA COMUNEI JAMU MARE (FOSTA ŞCOALA LĂŢUNAŞ)",448,"JAMU MARE",157362,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:52",187,182,0,4,1,116,111,0,4,1,106,10,200,84,1,71,17,1,5,0,1,6,2,2,0
37,TIMIŞ,"CLĂDIREA COMUNEI MĂNĂŞTIUR (FOSTA ŞCOALĂ GENERALĂ PĂDURANI)",471,MĂNĂŞTIUR,157736,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:12:17",64,50,0,11,3,44,30,0,11,3,38,6,100,56,2,11,2,1,0,3,0,18,0,0,1
37,TIMIŞ,"CLĂDIREA COMUNEI MOȘNIȚA NOUĂ FOSTA ȘCOALĂ PRIMARĂ ALBINA",481,"MOŞNIŢA NOUĂ",157834,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:58",415,399,0,16,0,270,254,0,16,0,257,13,600,330,11,111,21,2,8,12,7,64,1,5,15
37,TIMIŞ,"CLADIREA COMUNEI NITCHIDORF(FOSTA SCOALA CU CLASELE I - IV)",492,NIŢCHIDORF,157923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:09",176,160,0,14,2,120,104,0,14,2,111,9,300,180,0,79,9,1,9,1,1,9,0,1,1
37,TIMIŞ,"CLADIREA COMUNEI SACOSU TURCESC ( FOSTA SCOALA PRIMARA STAMORA ROMANA )",535,"SACOŞU TURCESC",158449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:26",243,222,0,19,2,141,120,0,19,2,131,10,300,159,3,65,32,0,3,2,0,23,0,3,0
37,TIMIŞ,"CLADIREA COMUNEI TOPOLOVATU MARE (SEDIUL FOSTULUI CAP ICTAR - BUDINŢI)",589,"TOPOLOVĂŢU MARE",158966,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:50",349,340,0,7,2,214,205,0,7,2,197,17,400,186,5,96,57,5,22,2,2,0,3,3,2
37,TIMIŞ,"CLĂDIRE ADMINISTRATIVĂ",383,"DUDEŞTII VECHI",156712,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:50",546,529,0,13,4,252,235,0,13,4,229,23,700,448,21,109,52,0,19,1,0,25,1,1,0
37,TIMIŞ,"CLĂDIRE ADMINISTRATIVĂ FĂGET",256,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:55",1407,1394,2,7,4,801,790,0,7,4,766,35,1900,1099,53,475,97,5,42,17,9,55,3,8,2
37,TIMIŞ,"CLADIREA FOSTEI PRIMARII DIN CERNA",456,LIEBLING,157497,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:53",206,199,0,7,0,112,105,0,7,0,101,10,200,89,1,66,18,2,2,2,0,6,2,0,2
37,TIMIŞ,"CLUBUL SPORTIV ŞCOLAR NR.1",40,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:20",858,842,4,12,0,374,362,0,12,0,358,16,900,526,16,121,31,1,11,8,14,147,2,6,1
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",71,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:49",1212,1179,8,24,1,540,514,1,24,1,522,18,1200,660,27,166,47,6,24,7,20,208,3,7,7
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",69,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:40",1067,1051,1,13,2,377,361,1,13,2,370,7,1100,723,16,137,40,4,14,0,14,124,4,6,11
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",72,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:38",1210,1169,31,10,0,471,461,0,10,0,465,6,1200,729,14,129,41,4,17,9,6,237,3,5,0
37,TIMIŞ,"COLEGIUL ECONOMIC ”FRANCESCO SEVERIO NITTI” TIMIȘOARA",70,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:00",1101,1075,10,7,9,407,391,0,7,9,400,7,1200,793,28,134,57,6,22,14,8,120,5,5,1
37,TIMIŞ,"COLEGIUL NAŢIONAL ”IULIA HAŞDEU”",208,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:40",1145,1136,0,8,1,467,458,0,8,1,452,15,1200,733,15,190,62,1,30,16,11,116,0,11,0
37,TIMIŞ,"COLEGIUL NAȚIONAL PEDAGOGIC ”CARMEN SYLVA” TIMIȘOARA",3,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:38",628,586,26,9,7,249,233,0,9,7,243,6,700,451,5,88,16,7,7,4,13,99,0,2,2
37,TIMIŞ,"COLEGIUL TEHNIC ”EMANUIL UNGUREANU” TIMIȘOARA",4,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:54",1621,1386,218,17,0,569,546,6,17,0,558,11,1500,931,24,189,50,8,16,11,24,229,2,3,2
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",57,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:47",1924,1903,12,9,0,899,889,1,9,0,890,9,2000,1101,24,303,80,2,36,14,35,363,9,14,10
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",56,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:23:07",1610,1602,4,4,0,698,694,0,4,0,668,30,1700,1002,30,222,70,8,34,4,18,254,8,13,7
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” (ŞCOALA PRIMARĂ NR.11)",55,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:18",1731,1712,16,3,0,793,790,0,3,0,766,27,1800,1007,35,275,66,16,20,10,32,293,6,10,3
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” TIMIȘOARA",8,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:18",754,733,10,11,0,284,273,0,11,0,275,9,1000,716,14,67,21,3,11,7,11,134,3,4,0
37,TIMIŞ,"COLEGIUL TEHNIC ”HENRI COANDĂ” TIMIȘOARA",9,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:52",1102,1088,9,5,0,472,466,1,5,0,462,10,1100,628,21,145,37,6,14,6,14,204,4,6,5
37,TIMIŞ,"COLEGIUL TEHNIC ”VALERIU BRANIŞTE”",227,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:33:15",1141,1118,0,5,18,525,504,0,5,16,501,24,1200,675,42,217,47,4,16,9,15,127,7,14,3
37,TIMIŞ,"CONSILIUL LOCAL DUDEŞTII VECHI",382,"DUDEŞTII VECHI",156712,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:38",1464,1439,2,8,15,853,830,0,8,15,734,119,1600,747,41,414,144,1,53,12,7,48,7,6,1
37,TIMIŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI TIMIȘOARA, COMPLEXUL DE SERVICII SOCIALE PENTRU PERSOANE VÂRSTNICE „SF. ARH. MIHAIL ȘI GAVRIL”",179,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:11",1250,1230,11,9,0,525,516,0,9,0,509,16,1300,775,12,197,50,6,17,5,11,200,6,2,3
37,TIMIŞ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ A MUNICIPIULUI TIMIȘOARA, COMPLEXUL DE SERVICII SOCIALE PENTRU PERSOANE VÂRSTNICE „SF. ARH. MIHAIL ȘI GAVRIL”",180,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:50",1171,1151,13,6,1,463,456,0,6,1,449,12,1200,738,31,151,43,2,13,15,18,155,8,5,8
37,TIMIŞ,"FOSTA ȘCOALĂ GENERALĂ JUPÂNEŞTI",265,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:37",155,148,0,5,2,115,108,0,5,2,92,23,200,85,0,80,2,2,1,3,0,2,0,1,1
37,TIMIŞ,"FOSTA ŞCOALĂ GIMNAZIALĂ BEGHEIU MIC",260,"ORAŞ FĂGET",156801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:21:41",280,272,0,6,2,183,175,0,6,2,171,12,300,117,3,114,24,2,16,3,0,8,0,1,0
37,TIMIŞ,"FUNDAŢIA IOAN SLAVICI",13,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:05",1189,1156,24,9,0,502,493,0,9,0,489,13,1370,868,13,169,66,9,19,18,14,164,6,7,4
37,TIMIŞ,"FUNDAŢIA IOAN SLAVICI",14,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:33",1286,1264,8,14,0,567,552,1,14,0,554,13,1500,933,16,175,67,5,19,15,15,225,10,3,4
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",112,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:15",1775,1676,63,26,10,781,745,0,26,10,760,21,2398,1617,23,214,54,3,29,11,31,383,7,3,2
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",113,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:18",1022,1000,6,11,5,407,391,0,11,5,396,11,1300,893,12,165,35,5,17,3,18,128,7,3,3
37,TIMIŞ,"FUNDAŢIA JUDEŢEANĂ PENTRU TINERET TIMIŞ (FOSTA CASA TINERETULUI)",111,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:57",1146,1114,1,16,15,540,509,0,16,15,528,12,1200,660,27,215,32,5,10,7,27,198,3,2,2
37,TIMIŞ,"GRĂDINIȚA CU P.N. BENCECU DE JOS",520,PIŞCHIA,158181,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:34",329,318,0,7,4,232,221,0,7,4,209,23,400,168,3,145,27,3,7,2,1,18,1,2,0
37,TIMIŞ,"GRĂDINIȚA CU P.N.MURANI NR.383",522,PIŞCHIA,158181,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:08",515,503,0,6,6,343,331,0,6,6,319,24,600,257,9,208,15,0,19,8,2,47,4,4,3
