precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MINA MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ALEXANDRU IONUŢ-CIPRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","PETCU TOMA-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BUDURU CONSTANTIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","COBZARU SILE-PARTIDUL MIȘCAREA POPULARĂ-voturi","CÂNDEA IOSIF-DORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
19,GIURGIU,"ŞCOALA GENERALĂ NR. 2 RĂSUCENI",194,RĂSUCENI,104788,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:34",295,267,0,8,20,194,166,0,8,20,187,7,313,119,19,1,157,3,2,5
19,GIURGIU,"ŞCOALA GENERALĂ RADU VODĂ",167,IZVOARELE,103899,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:41:33",204,154,1,38,11,149,99,1,38,11,144,5,182,33,9,2,126,3,1,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",19,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:25:32",1104,1079,2,6,17,434,420,0,6,8,414,20,1218,784,177,21,142,33,4,37
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",22,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:20:31",951,948,0,3,0,397,394,0,3,0,381,16,1049,652,128,19,163,26,8,37
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",21,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:51:04",1183,1178,0,5,0,498,493,0,5,0,490,8,1307,809,161,33,200,43,10,43
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",20,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:12:52",1094,1089,1,4,0,449,445,0,4,0,431,18,1203,754,161,27,175,22,11,35
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",18,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:41",992,983,2,7,0,401,394,0,7,0,385,16,1091,690,139,29,145,37,11,24
19,GIURGIU,"ȘCOALA GIMNAZIALĂ ACAD. MARIN VOICULESCU",17,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:49",1421,1413,3,5,0,541,536,0,5,0,521,20,1592,1051,138,34,265,32,9,43
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES - LOCAL GRADINITA GOSTINU",145,GOSTINU,103354,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:00:52",680,638,0,26,16,496,454,0,26,16,463,33,718,222,73,11,346,11,2,20
19,GIURGIU,"SCOALA GIMNAZIALA ANGHEL MARES- LOCAL GRADINITA GOSTINU",146,GOSTINU,103354,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:46:16",759,709,0,21,29,522,472,0,21,29,482,40,814,292,96,5,356,0,2,23
19,GIURGIU,"ŞCOALA GIMNAZIALA ”APOSTOL ARSACHE” VEDEA",245,VEDEA,105909,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:52:57",778,695,0,45,38,563,480,0,45,38,535,28,796,233,150,3,333,4,2,43
19,GIURGIU,"ŞCOALA GIMNAZIALA ” AUREL SOLACOLU” OGREZENI",181,OGREZENI,104485,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 09:05:42",1238,1207,0,7,24,847,816,0,7,24,822,25,1351,504,355,85,308,6,6,62
19,GIURGIU,"ŞCOALA GIMNAZIALĂ BANU BALEANU",76,BOLINTIN-DEAL,101163,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:22:48",1195,1160,3,23,9,644,611,1,23,9,612,32,1286,642,161,28,330,8,15,70
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN STĂNCESCU”",193,RĂSUCENI,104788,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:59",764,632,0,60,72,525,393,0,60,72,511,14,776,251,71,7,399,11,6,17
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”DRĂGHICI DAVILA”",131,GĂUJANI,103194,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:38:38",974,870,1,67,36,707,604,0,67,36,661,46,996,289,316,172,146,2,11,14
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",178,"MIHAI BRAVU",104118,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:39:34",1049,963,2,45,39,711,628,1,45,37,696,15,1097,386,38,10,585,6,3,54
19,GIURGIU,"SCOALA GIMNAZIALA DUMITRU CONSTANTIN MIHAI BRAVU",179,"MIHAI BRAVU",104118,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:54:09",854,775,0,40,39,575,496,0,40,39,556,19,896,321,51,8,443,0,2,52
19,GIURGIU,"ŞCOALA GIMNAZIALĂ DUMITRU PĂTRAȘCU",108,"CREVEDIA MARE",102348,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:35:16",1500,1482,0,17,1,1104,1086,0,17,1,1073,31,1626,522,69,550,408,10,6,30
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”ELINA BASARAB” HERĂŞTI",153,HERĂŞTI,179757,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 09:51:50",1813,1669,0,121,23,1177,1033,0,121,23,1131,46,1865,688,331,15,688,15,15,67
19,GIURGIU,"ȘCOALĂ GIMNAZIALĂ IOAN BĂDILĂ MALU",175,MALU,179739,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:20:42",903,830,2,47,24,712,641,0,47,24,696,16,940,228,381,5,231,10,11,58
19,GIURGIU,"ŞCOALA GIMNAZIALA ”MARIN M. ȚICULESCU” BĂNEASA",69,BĂNEASA,101001,6,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:22:39",1119,1082,1,10,26,745,709,0,10,26,701,44,1217,472,154,6,443,9,4,85
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU",47,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:49:54",1287,1279,0,6,2,552,544,0,6,2,523,29,1416,864,157,39,228,29,16,54
19,GIURGIU,"ȘCOALA GIMNAZIALĂ MIHAI EMINESCU",48,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:14:14",1197,1189,3,4,1,490,485,0,4,1,476,14,1315,825,137,25,232,25,9,48
19,GIURGIU,"ŞCOALA GIMNAZIALĂ MIRCEA CEL BĂTRÂN",5,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:33",1170,1165,0,5,0,549,544,0,5,0,533,16,1313,764,202,19,233,20,10,49
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NICOLAE CREVEDIA",107,"CREVEDIA MARE",102348,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:59:06",1192,1178,0,12,2,805,791,0,12,2,777,28,1286,481,68,492,181,3,3,30
19,GIURGIU,"”SCOALA GIMNAZIALA ”NICOLAE LAHOVARY”",230,ULMI,105623,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:38",943,936,0,6,1,583,576,0,6,1,562,21,1030,447,200,127,65,108,4,58
19,GIURGIU,"SCOALA GIMNAZIALA ”NICOLAE LAHOVARY",229,ULMI,105623,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:08:17",1016,1006,2,7,1,598,590,0,7,1,564,34,1111,513,179,148,63,95,12,67
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1",79,BUCŞANI,101378,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:17",814,753,0,54,7,624,563,0,54,7,610,14,828,204,105,12,456,6,2,29
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR,10",30,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:44",807,799,0,7,1,283,275,0,7,1,273,10,893,610,96,17,107,19,7,27
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",27,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:39",1019,1010,0,9,0,389,380,0,9,0,381,8,1115,726,142,16,163,17,7,36
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",26,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:01",1024,1005,8,7,4,380,369,0,7,4,371,9,1117,737,125,23,152,18,5,48
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.10",28,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:46:40",1035,1020,0,14,1,373,358,0,14,1,356,17,1125,752,120,20,136,33,11,36
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.10",29,"MUNICIPIUL GIURGIU",100521,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:48:16",1180,1171,1,7,1,461,453,0,7,1,437,24,1286,825,145,32,145,41,15,59
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 ADUNAŢII COPĂCENI",64,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:08",1528,1510,0,15,3,742,724,0,15,3,682,60,1660,918,74,10,512,0,0,86
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",51,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:19",1604,1598,0,3,3,638,632,0,3,3,585,53,1757,1119,187,5,374,2,4,13
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",49,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:07",1138,1130,0,3,5,641,633,0,3,5,611,30,1257,616,89,27,441,5,15,34
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 BOLINTIN-VALE",50,"ORAŞ BOLINTIN-VALE",101190,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:01",1392,1379,0,9,4,638,625,0,9,4,609,29,1523,885,96,16,469,2,4,22
19,GIURGIU,"ŞCOALA GIMNAZIALA NR1 BUTURUGENI",86,BUTURUGENI,101617,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:00:48",996,966,1,22,7,717,688,0,22,7,677,40,1069,352,142,19,443,10,13,50
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 CUCURUZU",195,RĂSUCENI,104788,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:05:30",632,599,0,19,14,454,421,0,19,14,440,14,673,219,38,1,371,4,20,6
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",114,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:09",1136,1121,0,11,4,537,522,0,11,4,519,18,1236,699,74,37,293,14,22,79
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",116,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:23:55",1157,1150,1,5,1,537,531,0,5,1,500,37,1270,733,80,42,287,11,14,66
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",115,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:12",996,993,0,0,3,413,410,0,0,3,388,25,1098,685,64,26,234,7,12,45
19,GIURGIU,"SCOALA GIMNAZIALA NR.1GHIMPATI",134,GHIMPAŢI,103238,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:46:00",1194,1094,0,22,78,856,756,0,22,78,856,0,1296,440,0,0,856,0,0,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 GOSTINARI",143,GOSTINARI,103372,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:31",1605,1473,1,91,40,1088,956,1,91,40,1063,25,1619,531,735,18,221,9,9,71
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.1 IZVOARELE",163,IZVOARELE,103899,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:24:56",990,820,0,81,89,706,536,0,81,89,700,6,1000,294,54,0,626,7,1,12
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 JOIȚA",169,JOIŢA,103997,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:00:14",1897,1847,2,37,11,1192,1144,0,37,11,1148,44,2029,837,221,100,595,52,21,159
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",55,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:30",1419,1405,0,9,5,593,579,0,9,5,567,26,1537,944,107,28,355,6,15,56
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MALU SPART",56,"ORAŞ BOLINTIN-VALE",101190,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:21:17",1543,1534,1,5,3,640,632,0,5,3,599,41,1689,1049,82,27,409,7,16,58
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",176,MÂRŞA,104225,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:13:21",949,885,0,15,49,655,591,0,15,49,640,15,1025,370,33,116,456,6,1,28
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 MÂRŞA",177,MÂRŞA,104225,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:04:13",1180,1144,0,8,28,817,781,0,8,28,792,25,1293,476,74,108,562,11,2,35
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 POENARI",228,ULMI,105623,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:19:02",1116,1101,0,13,2,636,621,0,13,2,619,17,1210,574,156,107,128,112,5,111
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 POPEŞTI",63,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:37",856,821,0,35,0,698,663,0,35,0,671,27,887,189,258,7,371,6,3,26
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 ROATA DE JOS",197,"ROATA DE JOS",104831,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:46:02",963,943,2,16,2,657,638,1,16,2,622,35,1039,382,183,18,348,6,6,61
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 ROATA DE JOS",196,"ROATA DE JOS",104831,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:47:00",920,898,1,20,1,616,595,0,20,1,603,13,987,371,138,11,386,12,2,54
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",204,SĂBĂRENI,179775,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:38",1245,1124,1,95,25,899,779,0,95,25,885,14,1257,358,329,64,416,12,7,57
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 SABARENI",203,SĂBĂRENI,179775,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:32",1218,1124,3,72,19,872,781,0,72,19,839,33,1230,358,285,39,447,12,10,46
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI ,",126,GĂISENI,103087,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:00:22",802,772,0,6,24,492,462,0,6,24,472,20,870,378,65,10,322,7,0,68
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 1 SAT GĂISENI , COM GĂISENI .",125,GĂISENI,103087,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:14:43",990,967,1,3,19,506,484,0,3,19,485,21,1082,576,57,8,319,3,6,92
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 SLOBOZIA",212,SLOBOZIA,100549,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:27",763,763,0,0,0,428,428,0,0,0,408,20,842,414,248,9,80,14,6,51
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1 STĂNEȘTI",214,STĂNEŞTI,105295,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:54:12",1153,992,0,99,62,831,673,0,99,59,792,39,1085,254,142,5,589,16,5,35
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 VALEA DRAGULUI",231,"VALEA DRAGULUI",105776,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:04:03",1166,1116,0,20,30,978,928,0,20,30,949,29,1256,278,122,379,419,25,4,0
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 VÂNĂTORII MICI",237,"VÂNĂTORII MICI",105972,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:38",801,783,0,14,4,542,524,0,14,4,534,8,863,321,116,72,320,5,1,20
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 VĂRĂŞTI",234,VĂRĂŞTI,105874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:41",840,811,1,4,24,678,650,0,4,24,656,22,914,236,262,6,354,5,1,28
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.1 VĂRĂȘTI",233,VĂRĂŞTI,105874,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:54",951,928,0,10,13,703,680,0,10,13,681,22,1020,317,355,12,275,4,6,29
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 VLAD-TEPES, CORP B",104,COMANA,102106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:26",1273,1109,2,41,121,900,737,1,41,121,900,0,1349,449,16,1,880,1,0,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2",84,BUCŞANI,101378,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:41:50",574,538,0,36,0,454,418,0,36,0,442,12,588,134,41,4,390,2,1,4
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 2 BÎCU",170,JOIŢA,103997,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:07:53",1532,1439,3,82,8,1072,982,0,82,8,1023,49,1580,508,467,143,264,22,22,105
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CÂMPURELU",98,COLIBAŞI,102071,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:49",1045,993,0,4,48,655,603,0,4,48,652,3,1147,492,81,9,494,7,6,55
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",199,"ROATA DE JOS",104831,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:48:00",983,979,1,3,0,535,531,1,3,0,514,21,1080,545,114,10,326,19,10,35
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CARTOJANI",200,"ROATA DE JOS",104831,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:27",1075,1061,0,14,0,523,509,0,14,0,501,22,1171,648,63,21,347,14,9,47
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 CHIRIACU",164,IZVOARELE,103899,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:54",1174,967,0,102,105,801,594,0,102,105,798,3,1015,214,58,4,715,0,2,19
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.2 DOBRENI",236,VĂRĂŞTI,105874,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:52:58",1971,1945,0,15,11,1224,1198,0,15,11,1161,63,2140,916,425,7,683,6,5,35
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 IZVORU",240,"VÂNĂTORII MICI",105972,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:21",601,582,2,6,11,437,420,0,6,11,424,13,651,214,256,7,146,2,3,10
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.2 LUNCA FRĂTEŞTI",121,FRĂTEŞTI,102909,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:37",624,602,1,12,9,396,375,0,12,9,376,20,666,270,140,7,188,3,6,32
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2 MIHAI VODĂ",78,BOLINTIN-DEAL,101163,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:41:03",1561,1538,0,15,8,868,845,0,15,8,842,26,1698,830,191,53,406,10,82,100
19,GIURGIU,"ŞCOALA GIMNAZIALA NR 2 PĂDURENI",88,BUTURUGENI,101617,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:24:53",1190,1146,0,28,16,890,846,0,28,16,849,41,1284,394,349,13,436,7,5,39
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 2 , SAT CĂSCIOARELE COM GĂISENI",128,GĂISENI,103087,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:12:34",900,879,0,11,10,480,459,0,11,10,445,35,978,498,160,11,243,5,4,22
19,GIURGIU,"ȘCOALA GIMNAZIALA NR. 2 SAT CĂSCIOARELE , COM GĂISENI",129,GĂISENI,103087,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:42",736,716,0,4,16,424,404,0,4,16,405,19,809,385,130,9,221,1,4,40
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.2 STOENEŞTI",119,FLOREŞTI-STOENEŞTI,102794,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:54:56",1586,1579,0,6,1,684,677,0,6,1,640,44,1732,1048,69,44,450,0,20,57
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 TÂNTAVA",148,GRĂDINARI,103407,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:43:29",1036,973,0,59,4,670,607,0,59,4,639,31,1074,404,204,20,319,10,9,77
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3",12,"MUNICIPIUL GIURGIU",100521,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:56:43",1247,1237,2,8,0,459,451,0,8,0,439,20,1359,900,144,17,181,36,8,53
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.3",11,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:01:58",743,736,0,7,0,269,262,0,7,0,259,10,816,547,86,12,115,16,10,20
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR.3",13,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:48:45",1396,1389,0,5,2,437,430,0,5,2,393,44,1532,1095,108,12,183,34,9,47
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 3 COMANA SALA NR. 1",99,COMANA,102106,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:17:08",822,736,3,26,57,570,486,1,26,57,552,18,867,297,506,9,15,5,3,14
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 3 COMANA SALA NR. 2",100,COMANA,102106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:04",876,788,3,34,51,629,544,0,34,51,618,11,933,304,551,8,23,9,6,21
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 3 FALASTOACA",102,COMANA,102106,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:10:12",630,550,1,23,56,481,402,0,23,56,468,13,667,186,379,7,25,21,4,32
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3 PALANCA",118,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:46:40",972,958,1,8,5,566,553,0,8,5,541,25,1057,491,38,29,393,11,15,55
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3 PALANCA",117,FLOREŞTI-STOENEŞTI,102794,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:34:42",1176,1158,0,9,9,695,677,0,9,9,679,16,1283,588,60,31,520,14,15,39
19,GIURGIU,"ŞCOALA GIMNAZIALA NR.3 UZUNU",93,CĂLUGĂRENI,101662,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:00:29",1128,1116,0,12,0,674,662,0,12,0,641,33,1240,566,172,23,333,12,24,77
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 3 VÂNĂTORII MARI",242,"VÂNĂTORII MICI",105972,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:03",895,865,0,12,18,684,654,0,12,18,661,23,966,282,117,19,473,0,6,46
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",31,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 13:39:51",848,844,0,4,0,362,358,0,4,0,343,19,941,579,98,22,158,26,4,35
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",32,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:05",1083,1072,1,8,2,402,392,0,8,2,386,16,1194,792,142,21,146,27,11,39
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",33,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:57",1072,1063,0,9,0,431,422,0,9,0,412,19,1178,747,124,14,190,29,8,47
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.7",46,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:09:33",1320,1312,0,6,2,549,541,0,6,2,526,23,1447,898,186,33,211,32,7,57
19,GIURGIU,"ŞCOALA GIMNAZIALǍ ” PETRE ADAMEȘTEANU” TOPORU ( ŞCOALA VECHE)",222,TOPORU,154709,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:06",936,777,4,54,101,667,512,1,54,100,662,5,943,276,7,2,641,1,0,11
19,GIURGIU,"ŞCOALA GIMNAZIALA PROF. DINU NICOLAE VLASIN",208,SCHITU,104975,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:14:37",378,307,0,43,28,296,225,0,43,28,283,13,363,67,47,1,205,7,3,20
